pattern,school_id,item_id,item_name,subject,grade,session,assessment_type,detail,rows_affected
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Quarter 3 Quiz #1,Civics,Grade 8,2024-25,Lesson  Assessments,"subject_id=3ac336230d41080fbc91d6f489db19b3c90f3c42ac3fbcf27fcf98c13efce56d; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",5
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 19,Math,Grade K,2024-25,Assessments,"subject_id=3d551410151f0eb73b69873eb104347fca7ae4b6449ac435df7395ad19f682c8; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1061
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M5W1 Vocab quiz,ELA,Grade 5,2024-25,Assessments,"subject_id=427c7255dafe34868bdc91d832e56d5eeee1397f4797f34e0370705c226468d9; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",152
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Stories on Stage,ELA,Grade 3,2024-25,Lesson  Assessments,"subject_id=44bc01a21f8e0e95e3288a4381823bf6c8b838ac522b1dc89233fa34189e122a; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",835
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 5 Benchmark Test: All About Matter,Science,Grade 2,2024-25,Assessments,"subject_id=463bfd9b3019c69e30aa6fb51958ca3a0f11e0dace12dcf67eb0e624ef026ef4; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",304
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Use Your Words,ELA,Grade 3,2024-25,Unit-Chap  Assessments,"subject_id=49fbe578d701055f0e20f39f6edc569f91251685be7a3d440244f13efa961b90; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",874
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 9,Math,Grade 2,2024-25,Assessments,"subject_id=4b9bbdd81191adebb097de0effae310f2a1662dfae574531f89d51174035cd3a; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1683
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,2024-25,Lesson  Assessments,"subject_id=4e9870854f7b869d777b921650ab049d6dd6a9383b64ed144d229655f419c520; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",560
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 9,Math,Grade 1,2024-25,Lesson  Assessments,"subject_id=4f641620883422f8b7eefe3544971792e42df55612b731093714e956b9d91880; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",425
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Earth?s Resources,Science,Grade 1,2024-25,Assessments,"subject_id=4f903b0c4cfce3aaf04d499088343bf1484cb4fe2dbf7d5e154e282911404ae3; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",385
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 8 Benchmark Test: Living Things and  Their Parents,Science,Grade 1,2024-25,Unit-Chap  Assessments,"subject_id=500303dd95526a32edea285f5b7278f8f4098b2fc9f68aec85c8885b0efe464b; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",481
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 9,Math,Grade 2,2024-25,Lesson  Assessments,"subject_id=58978d1d046b2a4c63dd1fb17a14bf9a74b327bff475a15abd336bb2b3c99848; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",66
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Quarter 4 Quiz 2,History,Grade 7,2024-25,Lesson  Assessments,"subject_id=5b9820af3bcca451a3bfd442a51a9e8a5ec6f9223af1ad705b52ca01cba7e6e0; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",135
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 9 Benchmark Test: The Human Body,Science,Grade 2,2024-25,Assessments,"subject_id=5f3047f843a172244c403bf721bf28cc9b7f83d4c70956716853e991140b6f7a; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",476
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 19,Math,Grade K,2024-25,Lesson  Assessments,"subject_id=61874ae7941143d0c579612686f2605bbb964d36153680cf2671c0357b1a7c7e; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",380
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 8 Benchmark Test: Living Things and  Their Parents,Science,Grade 1,2024-25,Lesson  Assessments,"subject_id=6d271a0f1dafc3670161188b9f120349439e147ae7429994781bb9fa76b89e15; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",208
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M7W2 vocab quiz,ELA,Grade 5,2024-25,Lesson  Assessments,"subject_id=7066432170fe4bb438a09fd420c8328dd42ba684da0926107bcf18cd2dc813d2; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",198
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 16 Temperature and Time,Math,Grade 4,2024-25,Assessments,"subject_id=73102ff6b925cd3125aaad774f78573109a7507396c811501827f6dea302eb29; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",480
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,The Big Outdoors: Weekly Assessment: Week 2,ELA,Grade 1,2024-25,Lesson  Assessments,"subject_id=7313aff68038964973e8ea4247a44fe6a7d11bbd048124c5e11b94732a176bc0; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",418
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Use Your Words,ELA,Grade 3,2024-25,Lesson  Assessments,"subject_id=74a275d2bbed8cd522e048cc075edd8a29ce0902fc1e3161fa44394ecdbb0672; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",414
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 15,Math,Grade 3,2024-25,Assessments,"subject_id=788364b652993b89460a75ca7c41eb31b0dca013bfc7ca01d804dcbdad6ae269; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",437
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M5M1Vocabulary Quiz,ELA,Grade 3,2024-25,Lesson  Assessments,"subject_id=79aef2dda4a61b3dcfaeb91866dbcaf7d6e51d476c14acdab35e3eac25a73e3e; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",200
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 6 Benchmark Test: Heat Sources,Science,Grade 3,2024-25,Unit-Chap  Assessments,"subject_id=79b8140647d0fb2ee3987f9ee6e51b880a0e229d09821d009d5183d70f8d6e3c; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",418
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 16 Temperature and Time,Math,Grade 4,2024-25,Lesson  Assessments,"subject_id=7d05f8dffe7639f2bdaaf1852c81fa54dbcd29ae28c99f36950bcacb837fc861; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",504
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M7W2 vocab quiz,ELA,Grade 5,2024-25,Assessments,"subject_id=7daf35a25c64bbfe4371768bfcdf1b8d02f116c1b7f371a9dda7d9bbfbae0d61; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",209
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade 2,2024-25,Assessments,"subject_id=7ffee4ce3db17b9f212ebb20ff3938349e326704774c090b3c32294c1bc076d6; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1080
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Quarter 3 Quiz #1,Civics,Grade 8,2024-25,Assessments,"subject_id=82c9f3b3cdb7fdbb68db7b29ffc500aad76be31edd384b10ef47bd7abfb1466f; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",75
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 14,Math,Grade 1,2024-25,Lesson  Assessments,"subject_id=85e6602009435ef89f61b7b384216b352a250b69d159a2b4b2002dada6759a49; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",19
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Once Upon a Time,ELA,Grade 2,2024-25,Lesson  Assessments,"subject_id=8c12f8ee07c7cf1f69169c0c1b6be88e1f1f66d4f464cf588e921f077de29a53; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",432
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 9,Math,Grade 1,2024-25,Assessments,"subject_id=8d4ab7d557f51804b63fca947048fabc6daf5cf2f6d5702d34454e22745f66d1; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",975
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Earth?s Resources,Science,Grade 1,2024-25,Lesson  Assessments,"subject_id=9144e000c9b5524a7135ed0a7b3f562fdba99cbf62d2a33edad1f29c6dbfea1d; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",209
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Quarter 4 Quiz 2,History,Grade 7,2024-25,Assessments,"subject_id=921195d373bc6d957b4b62a985cc532901d1a11f4111aa1785dbec79dbe392d3; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",5
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M5W1 Vocab quiz,ELA,Grade 5,2024-25,Lesson  Assessments,"subject_id=93e723dfe41461d2b1fadbcf00c07dccf710f22e9a75b16ea898e53f45e11b3f; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",152
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Inspired by Nature Unit Test,ELA,Grade 7,2024-25,Lesson Assessments,"subject_id=9c29f403bf8db93a9e53d9edb09f29797ebd427e683d5538bf619a8ff5a4b11b; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1508
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade K,2024-25,Lesson  Assessments,"subject_id=9dfd47961f78cda8d9695c9dd3a1a530c3d81b8ef65c5fb5b802bd221cefad14; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1220
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 11,Math,Grade 3,2024-25,Lesson  Assessments,"subject_id=9e55d073bd5f2ed0dcc7f4d9846afa533abc92e6c2fc0f7df2bfeeb3c0af92e4; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",505
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade 2,2024-25,Lesson  Assessments,"subject_id=9ea3d3417f9819b83ff5217473f583d281a9666f6e70d37423aa28bf93295487; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",525
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade 5,2024-25,Lesson  Assessments,"subject_id=a69348aac1d05567364528ab86ae605c5606d396047eee6555f1ff3c2e43a113; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",656
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,"Now You See It, Now You Don't: Weekly Assessment: Week 1",ELA,Grade 1,2024-25,Lesson  Assessments,"subject_id=ade61de964fb063c1756e5a1fd93d2f332fc838d4ac93a0e4e5b9b42fb9d4b79; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",306
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Project Earth: Weekly Assessment: Week 1,ELA,Grade 5,2024-25,Assessments,"subject_id=aea1090d8b5c45186539d2517d835e4d8da91c21729e2d9c878cb94eb8c65920; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",342
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 9 Benchmark Test: The Human Body,Science,Grade 2,2024-25,Lesson  Assessments,"subject_id=b426bc2981263e145a5c9247e78a145347491ab1b5d4099383cb4945b121bd77; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",280
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade 5,2024-25,Assessments,"subject_id=66e910e317cc42a7da6fe50bb65e041d6b5507285d97c31a6997de77c5472ab2; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",626
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 12,Math,Grade K,2024-25,Assessments,"subject_id=e93f836775458de9c65b5631901b73431a6fe43315a5aa090f429f05f53811b6; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",9
C_dup_dim_subject_label_group,019eb11c-413b-7a66-a7d8-a18f14736ede,,Topic 6: The Constitution Protects Your Rights: Defend All Rights,Civics,Grade 7,2025-26,topic,"subject_id=afa09abf58f8bc4abdfa76a6842ad54229a5bf5041c079b903f3d3d81ff5a6be; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",350
C_dup_dim_subject_label_group,019eb11c-413b-7a66-a7d8-a18f14736ede,,Topic 6: The Constitution Protects Your Rights: Defend All Rights,Civics,Grade 7,2025-26,Summative,"subject_id=b603dc8b94d5b6a85505a7b6fdb5b950706dca5c00b725102603b7bc83285de4; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",320
C_dup_dim_subject_label_group,019eb11c-413b-7a66-a7d8-a18f14736ede,,Topic 9: Civilizations of East Asia and Southeast Asia (250 BCE - 1644 CE),History,Grade 6,2025-26,topic,"subject_id=96023160e66595d605ae4185695006eddd3dd5fb6a67c7ec8f5b0f013ae1116c; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",530
C_dup_dim_subject_label_group,019eb11c-413b-7a66-a7d8-a18f14736ede,,Topic 9: Civilizations of East Asia and Southeast Asia (250 BCE - 1644 CE),History,Grade 6,2025-26,Summative,"subject_id=9777089f7ceb3b8bd61a20bc48b4fd65329d356d6516df8ecc9e213342980026; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",380
C_dup_dim_subject_label_group,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,What Makes Us Who We Are?: Weekly Assessment: Week 2,Reading,Grade 4,2025-26,Summative,"subject_id=07a8a60fdad4ec926d5bd5c2b09abea44e50dc00f90f1640767b9443334f6bab; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",140
C_dup_dim_subject_label_group,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,What Makes Us Who We Are?: Weekly Assessment: Week 2,Reading,Grade 4,2025-26,Weekly Test,"subject_id=5597cbf1de2c690fa6f063313abda43ad1ee23d5bf90d3530a9431503d558d56; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",30
D_junk_assessment_type,019eb11c-410a-7ffb-86e6-a0294c669670,,Inspired by Nature Unit Test,ELA,Grade 7,2024-25,Lesson Assessments,junk/whitespace-variant assessment_type value; subject_id=9c29f403bf8db93a9e53d9edb09f29797ebd427e683d5538bf619a8ff5a4b11b,1508
D_junk_assessment_type,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,Chapter 1 Test: Counting and Number Sense,Math,Grade 2,2024-25,2 sectionsAll Sections,junk/whitespace-variant assessment_type value; subject_id=a2871d313fcba87405b9ea7ae2683af14c3a1b6cd640c764d27e655dd7dbcad9,45
E_item_in_both_sessions,019eb11c-413c-7ed9-872e-0fe5e9a947b6,7610639442,Chapter 1 Test: Counting and Number Sense,Math,Grade 1,2024-25,Chap Test,user=136696876 (Palwasha Brohi); attempts 2025-05-15..2025-05-15,9
E_item_in_both_sessions,019eb11c-413c-7ed9-872e-0fe5e9a947b6,7610639442,Chapter 1 Test: Counting and Number Sense,Math,Grade 1,2025-26,Summative,user=136697026 (Misbah Shaikh); attempts 2025-09-17..2025-09-17,15
F_fact_item_missing_from_dim_question_data,019eb11c-410a-7ffb-86e6-a0294c669670,7622185498,M4W2 Vocabulary Quiz,ELA,Grade 5,2024-25,Lesson  Assessments,no dim_question_data rows; students=20,180
F_fact_item_missing_from_dim_question_data,019eb11c-410a-7ffb-86e6-a0294c669670,7627000905,Comparing Numbers Review HW,Math,Grade 1,2024-25,Lesson  Assessments,no dim_question_data rows; students=18,144
F_fact_item_missing_from_dim_question_data,019eb11c-410a-7ffb-86e6-a0294c669670,7629339742,Plant Needs 'Genius Challenge',Science,Grade 1,2024-25,Unit-Chap  Assessments,no dim_question_data rows; students=19,133
G_assessment_date_outside_fact_range,019eb11c-410a-7ffb-86e6-a0294c669670,7661450423,Chapter 11,,,2024-25,,assessment_date=2025-01-17 vs fact attempts 2025-02-19..2025-02-19,726
G_assessment_date_outside_fact_range,019eb11c-410a-7ffb-86e6-a0294c669670,7816018384,Module Assessment: Zoom In!,,,2024-25,,assessment_date=2025-05-15 vs fact attempts 2025-05-16..2025-05-19,360
G_assessment_date_outside_fact_range,019eb11c-413b-7a66-a7d8-a18f14736ede,8092034736,Module 2 Assessment: Come to Your Senses,,,2025-26,,assessment_date=2025-10-23 vs fact attempts 2025-10-30..2025-11-05,585
H_first_access_before_labeled_year,019eb11c-413c-7ed9-872e-0fe5e9a947b6,7610639442,Chapter 1 Test: Counting and Number Sense,Math,Grade 1,2025-26,Summative,user=136697026; first_access=2025-05-15 21:04:20+00 but session 2025-26; submitted 2025-09-17,15
I_same_student_name_two_schools,019eb11c-410a-7ffb-86e6-a0294c669670,,,,,2025-26,,user_uid=137501074 name=Amora Johnson active 2025-08-28..2026-05-15 (distinct uids per school -> likely two people),990
I_same_student_name_two_schools,019eb11c-413b-7a66-a7d8-a18f14736ede,,,,,2025-26,,user_uid=132358934 name=Amora Johnson active 2025-10-15..2026-05-14 (distinct uids per school -> likely two people),489
J_cross_year_grade_regression,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,,Math,Grade 2,2024-25,,user=136697026 (Misbah Shaikh) modal grade went Grade 2 (2024-25) -> Grade 1 (2025-26),9
J_cross_year_grade_regression,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,,Math,Grade 1,2025-26,,user=136697026 (Misbah Shaikh) modal grade went Grade 2 (2024-25) -> Grade 1 (2025-26),68
