pattern,school,item_id,item_name,stored_label,stored_grade,correct_subject_dim,correct_grade_dim,session,standards_majority_family,n_rows,standards_sample
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7615719409,"HW Ch. 8.9 pgs. 399-400 #1-17 ODD, #21, 23, 25 - 12/5/24",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7615828993,12/04 8.4 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7615829935,12/05 8.4 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7615833109,12/5 Reading Classwork,ELA,Grade 4,ELA,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7616266129,Inherited Traits 'Genius Challenge',Algebra,Grade 8,Algebra,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7616270135,Unit 8 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7617762025,HW 12/3 8.1,Math,Grade 6,Math,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7618090792,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7618104257,HW chp 8 review handout,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7618539526,"CW Unit 4 Weather- Lesson 1, 2, and 3",Science,Grade 2,Science,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619246559,12/04 8.3 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619247715,12/05 8.4 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619248537,12/09 8.6 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619249711,12/11: Chapter 10 Show What you Know,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619251873,CW: 12/06 Lesson 2 Brain Check,Science,Grade 4,Science,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619252507,CW 12/11: Lesson 3 Brain Check,Science,Grade 4,Science,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619254630,CW - Ch. 8.4  pg. 367 #6-24 even - 12/4/24,Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619260641,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619326000,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),Science,Grade 3,Science,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619334752,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),Science,Grade 3,Science,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7619335553,HW 8.6  pgs. 331-332  #1-8 (skip #3),Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620225345,M4W2  Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620320195,HW chp 8 review handout,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620348280,Chapter 7 Review,Math,Grade 1,Math,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620352378,Unit 8 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620435745,Module 4 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620500348,M4W2  Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620506862,CW: Unit 4 Weather- Lesson 4: Severe Weather,Science,Grade 2,Science,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7620546384,M4W2  Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7621172583,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7621570215,HW chp 8 review handout,Math,Grade 2,Math,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7622185498,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7622533093,Module 4 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7622593450,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7623185959,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7623192088,HW-Cold Read- Healthy Eating,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7623203296,HW-Cold Read-Game On,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7623890633,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7623890689,"HW Ch. 8 Review pgs. 413-417  #1, 2, 4, 5, 9, 10, 11, 12, 13, 17",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7624643503,12/9 Reading Classwork,ELA,Grade 4,ELA,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7624644120,12/09 8.6 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7624644556,12/11: Chapter 10 Show What you Know,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7624645716,CW 12/11: Lesson 3 Brain Check,Science,Grade 4,Science,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7625255317,Science CW FSSA book matter #1,Science,Grade 5,Science,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7625334305,Science CW FSSA book matter #1,Science,Grade 5,Science,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7625528258,12/9 Reading Classwork,ELA,Grade 4,ELA,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7626081992,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7626083157,Comparing Numbers Review HW,Math,Grade 1,Math,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7626085761,Plant Needs 'Genius Challenge',Algebra,Grade 8,Algebra,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7626088513,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7626956928,12/16: 9.3 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7627000905,Comparing Numbers Review HW,Math,Grade 1,Math,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7627001135,Comparing Numbers Review HW,Math,Grade 1,Math,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7627003186,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7627004387,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7628056550,science CW FSSA book  matter #2,Science,Grade 5,Science,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7629339215,Plant Needs 'Genius Challenge',Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7629339742,Plant Needs 'Genius Challenge',Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7629852835,12/11 ELA Classwork,ELA,Grade 4,ELA,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7629953167,Math Hw 367-368 odds,Math,Grade 5,Math,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7630568806,"HW Ch. 8 Review pgs. 413-417  #1, 2, 4, 5, 9, 10, 11, 12, 13, 17",Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7630593377,Math Hw 367-368 odds,Math,Grade 5,Math,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7630614956,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7630615206,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7631081618,12/12 9.1 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7631083592,12/12 CW: Chapter 9 Lesson 1,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7631927148,12/12 9.1 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7632298083,math ch 10 chapter review 369-374 selected questions,Math,Grade 5,Math,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7632527587,12/12 CW: Chapter 9 Lesson 1,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7634120124,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7635112506,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7635112537,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7635138239,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7635463244,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7636719499,12/16: 9.3 Homework,Math,Grade 4,Math,Grade 4,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7637896011,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7638654235,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7638654239,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7638840268,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7643882891,Module 4 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7662225137,M4W3 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7663081396,Quarter 3 Quiz 1,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7663238512,M4W3 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7663638907,M4W3  Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7664234044,Module 4 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7676516420,Quarter 3 Quiz #1,Civics,Grade 8,Civics,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7679618307,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7680381708,Module 5 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7684022828,"Text Dependent questions Module 5, week 1 ""Going Places""",ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7684825195,"Module 5, week 1 ""Going Places""",ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7687592490,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7687690534,Module 5 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7687967795,M5W1 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688014588,M5W1 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688167176,Quarter 3 Quiz 2,Civics,Grade 8,Civics,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688207641,Quarter 3 Quiz 3,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688267137,Quarter 3 Quiz 2,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688416594,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688548295,Module 5 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688550954,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7688854507,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7689301066,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7696812668,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7699016219,5.2 Spelling Test,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7699024272,5.2 Spelling Test,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7699040156,5.2 Spelling Test,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7700671601,Module 5 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7700955268,M5W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7700974490,M5W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7700976328,Quarter 3 Quiz 2,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7701167366,M5W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7701480595,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7701493741,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7703356116,Module 5 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7703488371,Unit 3 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7704744871,Unit 3 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7711313738,Vocab Quiz M5W3,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7711484463,Vocab Quiz M5W3,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7712036607,M5W3 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7712379157,Module 5 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7722437439,Quarter 3 Quiz 3,Civics,Grade 8,Civics,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7722457831,Quarter 3 Quiz 3,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7723883476,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7728834109,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7728835201,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7728835271,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7728836817,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730170514,M6W1 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730571088,M6W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730573420,M6W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730653296,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730750812,Module 6 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7730951517,Module 6 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7732312078,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7732419944,M6W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7732615819,Module 6 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7734557500,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7740038195,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7740778505,M6w2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7740780442,M6w2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7741094732,Quarter 3 Quiz 5,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7741165556,Module 6 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7750764297,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7754920337,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7758838392,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7768876930,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7774723851,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7776099902,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7779651289,Module 7 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7779930840,M7W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7779964861,M7W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7779974419,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780012616,Civics Quarter 4 Quiz 1,Civics,Grade 8,Civics,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780024165,Module 7 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780027189,Quarter 4 Quiz #1,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780048916,M7W1 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780051007,World History Quiz #1,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7780129205,M7W1 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7782909211,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7787619325,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7787916956,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7787922452,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789244025,Quarter 4 Quiz 2,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789257999,M7W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789275406,M7W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789287431,M7W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789328061,Civics Quarter 4 Quiz #2,Civics,Grade 8,Civics,Grade 8,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789366219,World History Quiz 2,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7789394548,M7W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7791596780,Continents and Oceans Quiz,Social Studies,Grade 3,Social Studies,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7792092554,M7W3 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7799460644,Slavery and the Wild West Test,History,Grade 7,History,Grade 7,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7799461857,Unit: 7 Empires of Asia and the Americas,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7799609422,M7W3 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7799623199,M7W3 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2024-25,,0,
