school,user_uid,item_id,item_name,submission,n_attempts,rowsum_recv,rowsum_poss,submission_grade,classification,flag
Athenian Academy of Technology and the Arts,110144462,8016821134,U.S. History Quiz 2,1,2,0.00,1.00,4.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85652751,8016821134,U.S. History Quiz 2,1,2,0.00,4.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,73961210,8016821134,U.S. History Quiz 2,1,2,0.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,137498414,8193578592,World History Quiz 1,1,2,0.00,3.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,85649685,8193578592,World History Quiz 1,1,2,0.00,1.00,4.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85649727,8193578592,World History Quiz 1,1,2,0.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,137498413,8193578592,World History Quiz 1,1,2,0.00,2.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,140605426,8193578592,World History Quiz 1,1,2,0.00,2.00,3.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85649723,8193578592,World History Quiz 1,1,2,0.00,4.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,117497940,8193578592,World History Quiz 1,1,2,1.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,110144292,8193578592,World History Quiz 1,1,2,0.00,3.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,124450250,8193578592,World History Quiz 1,1,2,0.00,2.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,100886683,8193578592,World History Quiz 1,1,2,0.00,4.00,1.00,matches_neither,""
Athenian Academy of Technology and the Arts,85649705,8193578592,World History Quiz 1,1,2,0.00,2.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,85649716,8193578592,World History Quiz 1,1,2,0.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,135741689,8193578592,World History Quiz 1,1,2,1.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,113383156,8193578592,World History Quiz 1,1,2,0.00,2.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,73961288,8193578592,World History Quiz 1,1,2,0.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,85649683,8193578592,World History Quiz 1,1,2,1.00,3.00,2.00,matches_neither,""
Athenian Academy of Technology and the Arts,137498414,8264944793,World History Quiz 4,1,2,4.00,7.00,17.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85649688,8264944793,World History Quiz 4,1,2,2.00,10.00,12.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85649731,8264944793,World History Quiz 4,1,2,5.00,12.00,11.00,matches_neither,""
Athenian Academy of Technology and the Arts,123362771,8264944793,World History Quiz 4,1,2,3.00,12.00,10.00,matches_neither,""
Athenian Academy of Technology and the Arts,140605426,8264944793,World History Quiz 4,1,2,2.00,5.00,14.00,matches_neither,sg_exceeds_row_possible
Athenian Academy of Technology and the Arts,85649738,8264944793,World History Quiz 4,1,2,4.00,12.00,10.00,matches_neither,""
Athenian Academy of Technology and the Arts,89121754,8264944793,World History Quiz 4,1,2,5.00,11.00,11.00,matches_neither,""
Athenian Academy of Technology and the Arts,139415473,8264944793,World History Quiz 4,1,2,4.00,14.00,8.00,matches_neither,""
Athenian Academy of Technology and the Arts,127397209,7635138239,Unit 9 Lesson 3 Braincheck,1,1,2.00,2.00,4.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132736073,7962000328,Topic 1: Origins of Civilization,1,4,2.00,7.00,12.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132736073,7962000328,Topic 1: Origins of Civilization,2,4,2.00,7.00,6.00,matches_neither,""
Central Florida Preparatory School,138506934,7999771774,Chapter 1 Test: Whole Number Place Value,1,3,0.00,4.00,7.50,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138506934,7999771774,Chapter 1 Test: Whole Number Place Value,2,3,2.00,4.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358933,8018759369,Chapter 4 Test: Addition Concepts,2,3,1.00,1.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358933,8018759369,Chapter 4 Test: Addition Concepts,1,3,0.00,2.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,109877348,7807260114,Home Sweet Habitat: Weekly Assessment: Week 2,1,3,1.00,3.00,2.00,matches_neither,""
Central Florida Preparatory School,109877348,7807260114,Home Sweet Habitat: Weekly Assessment: Week 2,2,3,2.00,7.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,116903216,8161441556,Mid-Year Test,2,3,5.00,25.00,14.00,matches_neither,""
Central Florida Preparatory School,138600387,8161437456,Mid-Year Test,2,3,5.00,31.00,12.00,matches_neither,""
Central Florida Preparatory School,116903216,8161441556,Mid-Year Test,1,3,5.00,17.00,20.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600387,8161437456,Mid-Year Test,1,3,5.00,29.00,10.00,matches_neither,""
Central Florida Preparatory School,131833908,8095123351,Topic 2,2,3,1.00,3.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833908,8095123351,Topic 2,1,3,0.00,1.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833925,8241749400,Topic 5,2,3,1.00,2.00,7.25,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833925,8241749400,Topic 5,1,3,0.00,3.00,5.75,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942373,7963934901,Unit 1 Part 1,2,3,0.00,4.00,26.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,84456629,7963934901,Unit 1 Part 1,1,3,0.00,10.00,20.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833912,7963936946,Unit 1 Part 1,1,3,0.00,8.00,22.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,116903218,7963934901,Unit 1 Part 1,2,3,0.00,1.00,29.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833912,7963936946,Unit 1 Part 1,2,3,0.00,2.00,28.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,116903204,7963936946,Unit 1 Part 1,1,3,0.00,5.00,25.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942361,7963934901,Unit 1 Part 1,1,3,0.00,11.00,19.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942361,7963934901,Unit 1 Part 1,2,3,0.00,5.00,25.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,116903204,7963936946,Unit 1 Part 1,2,3,0.00,1.00,29.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,84456629,7963934901,Unit 1 Part 1,2,3,0.00,3.00,27.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942373,7963934901,Unit 1 Part 1,1,3,0.00,11.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,116903218,7963934901,Unit 1 Part 1,1,3,0.00,12.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138948896,7963939073,Unit1 Part 1,2,3,0.00,13.00,15.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138948896,7963939073,Unit1 Part 1,1,3,0.00,21.00,7.00,matches_neither,""
Central Florida Preparatory School,131833908,8102312134,Unit 2 Part 1,2,3,3.00,19.00,15.00,matches_neither,""
Central Florida Preparatory School,138600396,8102310161,Unit 2 Part 1,2,3,8.00,26.00,9.00,matches_neither,""
Central Florida Preparatory School,116903209,8102313694,Unit 2 Part 1,1,3,0.00,4.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,84456665,8102310357,Unit 2 Part 1,2,3,9.00,21.00,15.00,matches_neither,""
Central Florida Preparatory School,138600396,8102310161,Unit 2 Part 1,1,3,5.00,17.00,11.00,matches_neither,""
Central Florida Preparatory School,138600387,8102310161,Unit 2 Part 1,2,3,10.00,26.00,13.00,matches_neither,""
Central Florida Preparatory School,116903209,8102313694,Unit 2 Part 1,2,3,3.00,13.00,17.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,84456665,8102310357,Unit 2 Part 1,1,3,2.00,15.00,10.00,matches_neither,""
Central Florida Preparatory School,131833908,8102312134,Unit 2 Part 1,1,3,0.00,10.00,17.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600387,8102310161,Unit 2 Part 1,1,3,4.00,20.00,8.00,matches_neither,""
Central Florida Preparatory School,138600391,8255776872,Unit 3 Part 1,2,3,1.00,9.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600387,8255770103,Unit 3 Part 1,1,3,0.00,3.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600387,8255770103,Unit 3 Part 1,2,3,6.00,16.00,19.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600396,8255770103,Unit 3 Part 1,1,3,9.00,18.00,18.00,matches_neither,""
Central Florida Preparatory School,138600396,8255770103,Unit 3 Part 1,2,3,8.00,20.00,12.00,matches_neither,""
Central Florida Preparatory School,123599622,8255737570,Unit 3 Part 1,2,3,5.00,18.00,12.00,matches_neither,""
Central Florida Preparatory School,116903218,8255770103,Unit 3 Part 1,1,3,4.00,7.00,24.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942373,8255770103,Unit 3 Part 1,1,3,3.00,9.00,21.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942373,8255770103,Unit 3 Part 1,2,3,0.00,12.00,15.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600388,8255770520,Unit 3 Part 1,1,3,5.00,15.00,13.00,matches_neither,""
Central Florida Preparatory School,116903218,8255770103,Unit 3 Part 1,2,3,2.00,6.00,22.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600391,8255776872,Unit 3 Part 1,1,3,4.00,15.00,16.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600388,8255770520,Unit 3 Part 1,2,3,7.00,18.00,12.00,matches_neither,""
Central Florida Preparatory School,131942351,8255770103,Unit 3 Part 1,1,3,1.00,16.00,13.00,matches_neither,""
Central Florida Preparatory School,123599622,8255737570,Unit 3 Part 1,1,3,6.00,17.00,13.00,matches_neither,""
Central Florida Preparatory School,131942351,8255770103,Unit 3 Part 1,2,3,0.00,26.00,5.00,matches_neither,""
Central Florida Preparatory School,124866004,8255770103,Unit 3 Part 1,2,3,0.00,4.00,16.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,124866004,8255770103,Unit 3 Part 1,1,3,2.00,5.00,20.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,124292910,8352493441,Unit 4 Part 1,1,3,2.00,10.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942361,8352493441,Unit 4 Part 1,1,3,2.00,21.00,9.00,matches_neither,""
Central Florida Preparatory School,131942339,8352493877,Unit 4 Part 1,2,3,1.00,4.00,27.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,133182402,8352493441,Unit 4 Part 1,2,3,1.00,10.00,19.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942339,8352493877,Unit 4 Part 1,1,3,0.00,1.00,26.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,133182402,8352493441,Unit 4 Part 1,1,3,0.00,1.00,20.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942361,8352493441,Unit 4 Part 1,2,3,8.00,12.00,24.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600396,8352493441,Unit 4 Part 1,1,3,4.00,13.00,9.00,matches_neither,""
Central Florida Preparatory School,112187638,8352493877,Unit 4 Part 1,2,3,0.00,8.00,22.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,124292910,8352493441,Unit 4 Part 1,2,3,4.00,16.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600396,8352493441,Unit 4 Part 1,2,3,6.00,27.00,8.00,matches_neither,""
Central Florida Preparatory School,112187638,8352493877,Unit 4 Part 1,1,3,1.00,16.00,14.00,matches_neither,""
Central Florida Preparatory School,131942364,8283391522,Art Everywhere: Module 5 Assessment,1,2,2.00,12.00,13.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358933,8262300500,Celebrate America: Module 6 Assesment,1,2,1.00,5.00,11.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,134480621,8262300560,Celebrate America: Module 6 Assesment,1,2,0.00,4.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931506,8262300586,Celebrate America: Module 6 Assesment,1,2,0.00,20.00,3.00,matches_neither,""
Central Florida Preparatory School,125369133,8262227805,Chapter 10 Test: Addition and Subtraction Relationships,1,2,0.90,4.00,6.90,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,125369141,8345947558,Chapter 13 Test: Length in Customary Units,1,2,0.00,2.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942364,7999771774,Chapter 1 Test: Whole Number Place Value,1,2,1.00,1.00,2.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931503,8077264048,Chapter 4 Test: Addition Concepts,1,2,0.80,1.00,8.80,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931439,8077264048,Chapter 4 Test: Addition Concepts,1,2,1.00,2.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931447,8077264048,Chapter 4 Test: Addition Concepts,1,2,1.00,1.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358880,8077264048,Chapter 4 Test: Addition Concepts,1,2,0.00,4.00,5.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358919,8018759369,Chapter 4 Test: Addition Concepts,1,2,1.40,3.00,7.40,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138506900,8077264048,Chapter 4 Test: Addition Concepts,1,2,0.80,2.00,7.80,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,125369131,8076260570,Chapter 4 Test: Equal Groups,1,2,0.00,7.00,1.00,matches_neither,""
Central Florida Preparatory School,138506886,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,1.33,3.00,7.83,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942347,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,0.33,5.00,5.33,matches_neither,""
Central Florida Preparatory School,125369141,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,1.33,4.00,7.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,133934211,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,0.33,4.00,5.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,102065674,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,1.00,7.00,4.00,matches_neither,""
Central Florida Preparatory School,125369113,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,0.00,8.00,2.00,matches_neither,""
Central Florida Preparatory School,138506942,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,0.00,1.00,7.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931489,8093370742,Chapter 5 Test: 2-Digit Addition,1,2,0.00,1.00,7.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,125369155,8102615314,Chapter 5 Test: Subtraction Concepts,1,2,1.33,3.00,8.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358925,8123427408,Chapter 6 Test: Addition Strategies,1,2,1.33,6.00,8.33,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138506902,8123427408,Chapter 6 Test: Addition Strategies,1,2,1.00,5.00,7.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,133741154,8123427408,Chapter 6 Test: Addition Strategies,1,2,1.00,4.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931488,8123427408,Chapter 6 Test: Addition Strategies,1,2,1.00,5.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358933,8123427408,Chapter 6 Test: Addition Strategies,1,2,2.00,3.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358919,8123427408,Chapter 6 Test: Addition Strategies,1,2,4.00,7.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358938,8123427408,Chapter 6 Test: Addition Strategies,1,2,0.00,3.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358919,8164162137,Chapter 7 Test: Subtraction Strategies,1,2,0.00,7.00,1.00,matches_neither,""
Central Florida Preparatory School,109875259,7780237793,Home Sweet Habitat: Weekly Assessment: Week 1,2,2,0.00,1.00,5.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132736077,7796962804,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,0.00,2.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358906,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,2.00,4.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,130408281,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,0.00,1.00,7.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931440,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,0.00,2.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931468,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,1.00,3.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,95720379,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,1,2,7.00,9.00,9.00,matches_neither,""
Central Florida Preparatory School,132358906,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,0.00,5.00,7.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931502,7807260114,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,1.00,5.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,113540701,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,2,2,0.00,3.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,95720379,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,0.00,6.00,5.00,matches_neither,""
Central Florida Preparatory School,118931440,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,1.00,6.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,130408281,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,2,2,1.00,4.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,124292894,7807260114,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,0.00,2.00,11.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,95720370,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,1.00,4.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132502380,7814288655,Home Sweet Habitat: Weekly Assessment: Week 2,1,2,1.00,4.00,8.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,104541345,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,4.00,4.00,matches_neither,""
Central Florida Preparatory School,109877348,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,3.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,130408281,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,3.00,3.00,matches_neither,""
Central Florida Preparatory School,118931440,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,4.00,5.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132502380,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,3.00,5.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,95720379,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,2.00,7.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,109678881,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,2.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,124292894,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,1.00,4.00,10.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,113540701,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,5.00,4.00,matches_neither,""
Central Florida Preparatory School,118931468,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,1.00,3.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358906,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,0.00,2.00,6.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931501,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,1,2,1.00,5.00,9.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600396,8161437456,Mid-Year Test,1,2,18.00,36.00,22.00,matches_neither,""
Central Florida Preparatory School,138600382,8161441556,Mid-Year Test,1,2,5.00,30.00,12.00,matches_neither,""
Central Florida Preparatory School,131833927,8161441556,Mid-Year Test,1,2,7.00,21.00,23.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600400,8161441039,Mid-Year Test,1,2,9.00,22.00,23.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,84456665,8161439965,Mid-Year Test,1,2,12.00,30.00,20.00,matches_neither,""
Central Florida Preparatory School,138948899,8161441039,Mid-Year Test,1,2,3.00,16.00,21.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942361,8161437456,Mid-Year Test,1,2,9.00,24.00,30.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833920,8161441556,Mid-Year Test,1,2,11.00,26.00,17.00,matches_neither,""
Central Florida Preparatory School,138600380,8161437456,Mid-Year Test,1,2,7.00,16.00,24.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132502379,8161441039,Mid-Year Test,1,2,11.00,33.00,15.00,matches_neither,""
Central Florida Preparatory School,138600383,8161439965,Mid-Year Test,1,2,0.00,19.00,27.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131833908,8161441556,Mid-Year Test,1,2,5.00,20.00,23.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600391,8161441556,Mid-Year Test,1,2,6.00,18.00,23.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,101766099,8161441556,Mid-Year Test,1,2,2.00,14.00,28.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,134480621,8093860260,Module 3 Assessment: Amazing Animals (new),1,2,1.00,2.00,12.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138506935,8093860260,Module 3 Assessment: Amazing Animals (new),1,2,2.00,10.00,10.00,matches_neither,""
Central Florida Preparatory School,138506933,8135424102,Module 4 Assessment: Better Together,1,2,0.00,12.00,9.00,matches_neither,""
Central Florida Preparatory School,138506902,8135423983,Module 4 Assessment: Better Together,1,2,3.00,11.00,8.00,matches_neither,""
Central Florida Preparatory School,132358920,8135424102,Module 4 Assessment: Better Together,1,2,1.00,16.00,7.00,matches_neither,""
Central Florida Preparatory School,118931447,8135424102,Module 4 Assessment: Better Together,1,2,3.00,15.00,9.00,matches_neither,""
Central Florida Preparatory School,138506919,8135423983,Module 4 Assessment: Better Together,1,2,2.00,8.00,14.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,132358910,8135424102,Module 4 Assessment: Better Together,1,2,2.00,17.00,6.00,matches_neither,""
Central Florida Preparatory School,132358925,8135423983,Module 4 Assessment: Better Together,1,2,5.00,8.00,17.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,109676512,8135423983,Module 4 Assessment: Better Together,1,2,0.00,3.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138506894,8135424102,Module 4 Assessment: Better Together,1,2,0.00,12.00,11.00,matches_neither,""
Central Florida Preparatory School,138506900,8135424102,Module 4 Assessment: Better Together,1,2,2.00,15.00,8.00,matches_neither,""
Central Florida Preparatory School,121520477,8135424056,Module 4 Assessment: Better Together,1,2,3.00,14.00,11.00,matches_neither,""
Central Florida Preparatory School,138506869,8135424102,Module 4 Assessment: Better Together,1,2,2.00,15.00,10.00,matches_neither,""
Central Florida Preparatory School,125369117,8135424020,Module 4 Assessment: Better Together,1,2,5.00,12.00,12.00,matches_neither,""
Central Florida Preparatory School,132358934,8135424102,Module 4 Assessment: Better Together,1,2,0.00,14.00,8.00,matches_neither,""
Central Florida Preparatory School,132358882,8135424102,Module 4 Assessment: Better Together,1,2,0.00,13.00,10.00,matches_neither,""
Central Florida Preparatory School,132358933,8135423983,Module 4 Assessment: Better Together,1,2,5.00,10.00,13.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931439,8135424102,Module 4 Assessment: Better Together,1,2,1.00,17.00,7.00,matches_neither,""
Central Florida Preparatory School,138506887,8135424056,Module 4 Assessment: Better Together,1,2,5.00,11.00,13.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,125369110,8135423983,Module 4 Assessment: Better Together,1,2,0.00,3.00,16.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931462,8135423983,Module 4 Assessment: Better Together,1,2,1.00,4.00,18.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,118931488,8135423983,Module 4 Assessment: Better Together,1,2,0.00,1.00,22.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,133741154,8135423983,Module 4 Assessment: Better Together,1,2,2.00,13.00,10.00,matches_neither,""
Central Florida Preparatory School,132358880,8135424102,Module 4 Assessment: Better Together,1,2,1.00,14.00,10.00,matches_neither,""
Central Florida Preparatory School,118931503,8135424102,Module 4 Assessment: Better Together,1,2,0.00,13.00,9.00,matches_neither,""
Central Florida Preparatory School,132358919,8135423983,Module 4 Assessment: Better Together,1,2,3.00,10.00,15.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,125369108,8135424102,Module 4 Assessment: Better Together,1,2,1.00,14.00,10.00,matches_neither,""
Central Florida Preparatory School,138506886,8207006018,Once Upon a Time: Mod 4 Weekly Assessment: Week 1,1,2,0.00,1.00,5.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,131942373,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,0.00,8.00,12.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600387,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,0.00,13.00,7.00,matches_neither,""
Central Florida Preparatory School,131942370,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,1.00,10.00,11.00,matches_neither,sg_exceeds_row_possible
Central Florida Preparatory School,138600393,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,0.00,10.00,9.00,matches_neither,""
Central Florida Preparatory School,124292912,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,3.00,11.00,6.00,matches_neither,""
Central Florida Preparatory School,138600380,8087335627,Test Topic 2: Civilizations and Peoples of the Fertile Crescent,1,2,0.00,13.00,7.00,matches_neither,""
