school,subject_id,item_name,category,question_no,n_items,n_text_sets,legacy_sorting_qno_values,n_texts_in_cqso,verdict
Athenian Academy of Technology and the Arts,00177777a0e7d64081d079df3f05aa2549c52671b6a32d13b2355dd37d7f04b9,7.2 Grammar Review,parallel_sections_same_date,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,91a4995428eb2f83d25b5d39584adadb98d8f4867ce0b1c9e85d56b4238cabb2,Quarter 3 Quiz 2,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,same_name_reused_in_section(different assessments),1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,same_name_reused_in_section(different assessments),2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,same_name_reused_in_section(different assessments),3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,same_name_reused_in_section(different assessments),4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,same_name_reused_in_section(different assessments),1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,same_name_reused_in_section(different assessments),1,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,same_name_reused_in_section(different assessments),1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,same_name_reused_in_section(different assessments),2,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,same_name_reused_in_section(different assessments),2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,same_name_reused_in_section(different assessments),2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,same_name_reused_in_section(different assessments),3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,same_name_reused_in_section(different assessments),3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,same_name_reused_in_section(different assessments),3,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,same_name_reused_in_section(different assessments),4,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,same_name_reused_in_section(different assessments),4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,same_name_reused_in_section(different assessments),4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,same_name_reused_in_section(different assessments),5,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8d7b3976254ac1464e4868dd38bc88cbe163216de2d29ff9606c0a037e06a4eb,Quiz 3,same_name_reused_in_section(different assessments),1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,same_name_reused_in_section(different assessments),1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,same_name_reused_in_section(different assessments),2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8d7b3976254ac1464e4868dd38bc88cbe163216de2d29ff9606c0a037e06a4eb,Quiz 3,same_name_reused_in_section(different assessments),2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8d7b3976254ac1464e4868dd38bc88cbe163216de2d29ff9606c0a037e06a4eb,Quiz 3,same_name_reused_in_section(different assessments),3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,same_name_reused_in_section(different assessments),3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8d7b3976254ac1464e4868dd38bc88cbe163216de2d29ff9606c0a037e06a4eb,Quiz 3,same_name_reused_in_section(different assessments),4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,same_name_reused_in_section(different assessments),4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8d7b3976254ac1464e4868dd38bc88cbe163216de2d29ff9606c0a037e06a4eb,Quiz 3,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,same_name_reused_in_section(different assessments),5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Athenian Academy of Technology and the Arts,84b53095c3cfc91b25d395a8f9116013bcb60d2dc26eca4c6123113bd6a94efa,What a Story: Weekly Assessment: Week 2,parallel_sections_same_date,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,0ccb894b17978239d6b08db92b404006307c08aca4eec01587b36c0262da9d7e,Chapter 11 Test: Multiply Fractions and Whole Numbers,parallel_sections_different_dates,3,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,0ccb894b17978239d6b08db92b404006307c08aca4eec01587b36c0262da9d7e,Chapter 11 Test: Multiply Fractions and Whole Numbers,parallel_sections_different_dates,5,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,9b4457365f1dac9478249b6a8c1663b42f80e6ebe96d8ca35e00a433fc3b0f59,Chapter 1 Test: Understand Multiplication and Division of Whole Numbers,parallel_sections_different_dates,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,9b4457365f1dac9478249b6a8c1663b42f80e6ebe96d8ca35e00a433fc3b0f59,Chapter 1 Test: Understand Multiplication and Division of Whole Numbers,parallel_sections_different_dates,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,9b4457365f1dac9478249b6a8c1663b42f80e6ebe96d8ca35e00a433fc3b0f59,Chapter 1 Test: Understand Multiplication and Division of Whole Numbers,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,4d316254551ba9aba2ecf0fb22d486d467c7715696fcd6d84f1937d77a9f2ffe,Chapter 1 Test: Whole Number Place Value,same_name_reused_in_section(different assessments),3,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,4d316254551ba9aba2ecf0fb22d486d467c7715696fcd6d84f1937d77a9f2ffe,Chapter 1 Test: Whole Number Place Value,same_name_reused_in_section(different assessments),10,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,parallel_sections_same_date,2,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,parallel_sections_same_date,3,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,parallel_sections_same_date,4,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,parallel_sections_same_date,5,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,parallel_sections_same_date,6,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,1,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,2,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,3,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,4,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,5,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,6,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,7,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,parallel_sections_same_date,8,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,79848524579fc7af9c299bbcb14b06c9ee3f7168dc454ed6e55a44d8559bb778,Chapter 4 Test: Understand Multiplication,parallel_sections_same_date,12,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,ca05d0acc2f1c5589a2f56ebc947d20c2283d54a21d2b846466670805a94b396,Chapter 5 Test: Divide by 1-Digit Numbers,parallel_sections_different_dates,11,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,562678f11ff7e8d2ed90213a2e899c2da6a2b89809be07e836ba0b045c2ba20b,Chapter 5 Test: Multiplication Facts and Strategies,parallel_sections_same_date,9,2,2,1,1,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,4fd0ec3781512f403b1e35bb191fa4a2d3d3c5ccb41ff25cad0fb19218dc310a,Chapter 7 Test: Understand Division,parallel_sections_same_date,1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,2,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,3,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,4,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,5,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,10,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,11,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,Home Sweet Habitat: Weekly Assessment: Week 1,parallel_sections_different_dates,12,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,34930c65c38f044c3667c89109f2b261d33c6653b41fdb389b7857c0c19772b1,Home Sweet Habitat: Weekly Assessment: Week 2,parallel_sections_same_date,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,34930c65c38f044c3667c89109f2b261d33c6653b41fdb389b7857c0c19772b1,Home Sweet Habitat: Weekly Assessment: Week 2,parallel_sections_same_date,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,34930c65c38f044c3667c89109f2b261d33c6653b41fdb389b7857c0c19772b1,Home Sweet Habitat: Weekly Assessment: Week 2,parallel_sections_same_date,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,34930c65c38f044c3667c89109f2b261d33c6653b41fdb389b7857c0c19772b1,Home Sweet Habitat: Weekly Assessment: Week 2,parallel_sections_same_date,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,89b096203bf633ebc91fa6d91afa41d8fb0d2498b9b8a416108d7d7ac372fa20,Home Sweet Habitat: Weekly Assessment: Week 3,parallel_sections_same_date,2,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,89b096203bf633ebc91fa6d91afa41d8fb0d2498b9b8a416108d7d7ac372fa20,Home Sweet Habitat: Weekly Assessment: Week 3,parallel_sections_same_date,3,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,89b096203bf633ebc91fa6d91afa41d8fb0d2498b9b8a416108d7d7ac372fa20,Home Sweet Habitat: Weekly Assessment: Week 3,parallel_sections_same_date,5,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,89b096203bf633ebc91fa6d91afa41d8fb0d2498b9b8a416108d7d7ac372fa20,Home Sweet Habitat: Weekly Assessment: Week 3,parallel_sections_same_date,6,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,7,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,10,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,11,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,12,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,13,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
