school_name,subject_id,subject,grade,grade_sort,grade_no,session,item_name
Central Florida Preparatory School,4bf8e207443b35f802960d7d307eb30a7c6545512d12509b1335ad1f61f58a5b,HS World History,Higher-Ed,Higher-Ed,d,2025-26,Topic 7: Absolutism and Revolution
Central Florida Preparatory School,d9ebcb6eef84077fddfb7c57c9d9198c000acfda38d8fc8def7ab426af9da354,HS United States History,Higher-Ed,Higher-Ed,d,2025-26,Topic 7: World War II
Central Florida Preparatory School,38fa194a54c74486c22b4a1780e7e842c68aaa132a5237641c20f03eef8ab063,HS Algebra I,Higher-Ed,Higher-Ed,d,2025-26,Topic 8
Central Florida Preparatory School,fc0e7459cc88c97c46164a521b2e5f4b2856f5769c944f85f58d0ef58536a6df,HS United States History,Higher-Ed,Higher-Ed,d,2025-26,Topic 8: Postwar America (1945?1960)
Central Florida Preparatory School,a9823504ba12c3d3a35577304948effbe275277484f68395998e1030ef747b09,HS World History,Higher-Ed,Higher-Ed,d,2025-26,Topic 8: The Industrial Revolution (1750?1914)
Central Florida Preparatory School,168b1b07349b244fb1757d5b993f06cb8ac00426d850ad71fc0b493e81702703,HS United States History,Higher-Ed,Higher-Ed,d,2025-26,Topic 9: Civil Rights and Reform in the 1960s (1945–1968)
Central Florida Preparatory School,fe8b89bb3e76e4b44b18b4878a2932f0f066acf1aacfb011c1fa896cbc5905b2,HS World History,Higher-Ed,Higher-Ed,d,2025-26,Topic 9: Nationalism and the Spread of Democracy (1790–1914)
Central Florida Preparatory School,82a1a7dca0d38dbd08455470af8b3d66fc125fdab5524ea24475efb716845da3,HS Honors English III,Higher-Ed,Higher-Ed,d,2025-26,Unit 2 Part 1
Central Florida Preparatory School,d4153bfab5af7d4cd6368efd589768d2bcc99294d14a3de99ca4aa40465bc96f,HS Honors English IV,Higher-Ed,Higher-Ed,d,2025-26,Unit 2 Part 2
Central Florida Preparatory School,6f7ea6e9d092b7f162bfdd1fc1e42a3f873f12a6fb7666ce0f995dcdd8a3833d,HS Honors English III,Higher-Ed,Higher-Ed,d,2025-26,Unit 2 Part 2
Central Florida Preparatory School,70600c05e78bfa9902eb8b83e933625aea93c40aa7a6bda79a6dfdfe8f02f6cd,HS Honors English IV,Higher-Ed,Higher-Ed,d,2025-26,Unit 2 Pat 1
Central Florida Preparatory School,0729af597047bfa6f6a536208d5e49a9ae75ab9cf65bf9585039be45fbc1ee33,HS Honors English IV,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 1
Central Florida Preparatory School,54d5f805ac63a084634ab88913b8fc3a5e80915fb59fada31bc8d1f11852dd61,HS Honors English II,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 1
Central Florida Preparatory School,e303de8baeb5f33823a62a5cd02ca36ddda6fa4988b01e30a09a20847382c3e4,HS Honors English III,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 1
Central Florida Preparatory School,3a71b6e391b9d76043390af4002fdc2ea329bc167288ded2ab1d8084c3c6f2cd,HS Honors English III,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 2
Central Florida Preparatory School,ef9c6175e3474e9d233ef4e1a20ecc5ff90e8ecf07e75c3b242c11447e56ecfb,HS Honors English IV,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 2
Central Florida Preparatory School,fc3f9fbc19f7d8742a885051ced519b497149a1c50276f6fac2f4a5d3c9322dd,HS Honors English II,Higher-Ed,Higher-Ed,d,2025-26,Unit 3 Part 2
Central Florida Preparatory School,41425d937acbf6898f8874458c59ee423e6ac7d7a693e58ca9ada6d04ca04954,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Mid-Year Test
Central Florida Preparatory School,656964041e1ead543617e1cfd526b52fd0b275cdef8e9abb7d0cb5ad223423ef,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 1
Central Florida Preparatory School,60398f952e9215114e001cf9c818e7dcdc2f3e93a66683c6ebe97e93f7ee494b,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 2
Central Florida Preparatory School,776e01529a3abc38e2da59598c5f72f2ffbe0b29feb8cb5d2848d3d2ea233e1c,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 2
Central Florida Preparatory School,08c936ea669a257536d061de1d598f7a802ed02a9ed29882769440778774b5ae,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 3
Central Florida Preparatory School,d99838e5081327f1e9be22ae34584561a1756d8c4a6605b0c6c3fa9276f62a42,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 3
Central Florida Preparatory School,805274a5262124116cd592434c101b5b6305cbe526966e9563640d11bb6d01e7,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 4
Central Florida Preparatory School,b611600a2e149a99e8d65d5fbb7f735eb938cbc516d8d239a7e23e44d5f9bf18,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 4
Central Florida Preparatory School,505a7fd6be53d62d39c2303033d9d8cb758784f6ab2bb601f8b551fc9b24e812,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 5
Central Florida Preparatory School,1b98dd35d71ff71a9f458eeae68897899407458420d4fbb4dc9365988de456fe,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 5
Central Florida Preparatory School,c2073e74eb78b5fa3185a290a6b1351d4181b5f3a46c67a88325bfa1de6abb23,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 6
Central Florida Preparatory School,f9c53c358e5187da82cc19f939f7ed9a1c92570377b8f9cd7765d90d4d0d10b8,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 7
Central Florida Preparatory School,435c3d7a55d89589dbcb8e8d50369c9ee25b3621236bec30bd0c4f5ce623fb1a,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 7
Central Florida Preparatory School,4d7bfbf1585a4c49c58ca8caf67e0d107ff986926f1d5f67f3d6ee497eed0128,HS Algebra I,Regular 9–12,Regular 9–12,2,2025-26,Topic 8
Central Florida Preparatory School,42a059d4fb476b72fcf42dc2c41d30f80011ca2e25c43154b0d3b9833d083fec,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 8
Central Florida Preparatory School,835ce5090104e64c978b1571e99a59e2dd4ab4fba6d1857d8d009b02c66e4152,HS Geometry,Regular 9–12,Regular 9–12,2,2025-26,Topic 9
Central Florida Preparatory School,9554247d56c75714014ecd358d0d25d6ec83ccabf70d006a885f73a93c4e50a7,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 1
Central Florida Preparatory School,6dc4b93cb4524a74c35acbf335a5e6c03e34e3e87df65137a1dcb55326fd502a,HS English III,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 1
Central Florida Preparatory School,4f4a4661d2355bff8015bc5a3c5eed80989d4089227af84d2a7d5ce68f074bbf,HS English I,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 1
Central Florida Preparatory School,2987bb89a0f71ca102f90a2fda9accbd1419f740439182d25288e45e38f701c2,HS English II,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 1
Central Florida Preparatory School,8ac87d509dbfdd3e669c33c0f1ede71bd2aa589cc895716647b2e66f9348b5ac,HS English II,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 2
Central Florida Preparatory School,774228eaa41d6f49b5201a34258083b0694ad10088caf20a464683a0f8e9bd74,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 2
Central Florida Preparatory School,0093d5131736a66a34689a8c4971710c47a14c31e0475a61fdce9a0dc1d805d0,HS English III,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 2
Central Florida Preparatory School,24ee99e8f8d3f79080db65489d2ab1f55f141b73a4f4d37d70c95e78f6ebf37b,HS English I,Regular 9–12,Regular 9–12,2,2025-26,Unit 1 Part 2
Central Florida Preparatory School,825f6087de0d554016f29d13b824c380961fa80a8da3e581d1d1cecff405315b,HS English I,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 part 1
Central Florida Preparatory School,be426e644bbb37fa4bd590e736cea358b1b07f0594c89e3147c22a378c68c588,HS English III,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 Part 1
Central Florida Preparatory School,ded5a0d919a5f1c983467e006bd752e9b703e621c11e6a86f6805c560210687e,HS English II,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 Part 1
Central Florida Preparatory School,4ba2b1a07ec506a05f69c6865ab166b30262535ce2e5b67dc5db6f35eecd5a55,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 Part 2
Central Florida Preparatory School,8965d6c67376323fc20295996d9a9a2f6751aed2bcd5ad836f5908d24311fe1f,HS English III,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 Part 2
Central Florida Preparatory School,f0d1f381924441da2289140ecab8d20f957fc0b206f8021f4ad55a57ed7c0a59,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 2 Pat 1
Central Florida Preparatory School,23ce3ddfbda99bda90726132904ce92572c5f3da3095b701341c8dda7d1daae1,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 1
Central Florida Preparatory School,317c8c2389854b22841b1e7215f969b73ef6109a59bd58e5ce33b57e6f8702a9,HS English II,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 1
Central Florida Preparatory School,9a4e4993080f626f1f4ee79e419ac666f80ed459a8071059b31cd03950eece2d,HS English I,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 1
Central Florida Preparatory School,d4f0eb546de4d81194c7cfaa913e07c68ba0391c8e19043dd5ebd138dc61ea6a,HS English I,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 2
Central Florida Preparatory School,1d046ee77c67ca441e7d52a53a9fe3498f42b65e602ebf5fd28967deb5e99b15,HS English IV,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 2
Central Florida Preparatory School,4f78b9e6cf25cc4cf19d703d8736a76d028334e3d74c1bd33a1f9ef75625cd8d,HS English II,Regular 9–12,Regular 9–12,2,2025-26,Unit 3 Part 2
Crestwell School,dc1e3999c5ef9bf280f39d7dd333f4193bcdaa98fb1934e3c10a1af064d69486,Math,Grade K,Grade 0,K,2025-26,Chapter 11 Test: Addition Up to 5
Crestwell School,ff4c07ce92c7f0df10492a03b96125d53bc0b3c0985491500b9b113a52686b5c,Math,Grade K,Grade 0,K,2025-26,Chapter 12 Test: Subtraction Within 5
Crestwell School,a2051db135bc6f9698d7ba920668a7b9357a521c4757421785a6c1a2712d01a2,Math,Grade K,Grade 0,K,2025-26,Chapter 13 Test: Addition Up to 10
Crestwell School,8628baf676b47b4fec2e9ed0d025a7a9d43b74a96b133425bf0aa95145bcb3a6,Math,Grade K,Grade 0,K,2025-26,Chapter 14 Test: Subtraction Within 10
Crestwell School,6abaedaab6ab9618ac12244f68ee4ba493383fd7d59b02311f6cd0e632745772,Math,Grade K,Grade 0,K,2025-26,Chapter 15 Test: Explore Addition and Subtraction to 20
Crestwell School,b463f143e1af74b8482689ca8fdae1a57033a6d5facbd132bb0aab4228bb5d24,Math,Grade K,Grade 0,K,2025-26,Chapter 16 Test: Count to 100
Crestwell School,6fd67fc11bc46ed55996a36f91d0ea6dd621ebda3809eeff2c1875029426b51e,Math,Grade K,Grade 0,K,2025-26,Chapter 17 Test: Two-Dimensional Shapes
Crestwell School,1d339a9699fc8cd27114dc43efb8cd2bd528d1c04b6d4b81917bc4b51991339b,Math,Grade K,Grade 0,K,2025-26,Chapter 18 Test: Three-Dimensional Solids
Crestwell School,97dd7a8f59433f518954a6493ae590841eb28eed85fc449afb452dcca367978d,Math,Grade K,Grade 0,K,2025-26,Chapter 19 Test: Measurement
Crestwell School,0469911c8e1ce4236f815491535cdd2c6e574d1aac050765ea8e2248193cf497,Math,Grade K,Grade 0,K,2025-26,"Chapter 1 Test: Count, Write, and Represent 1 Through 4"
Crestwell School,77ea670e8f81060571f55d652828ab47c10f8dbde358a56d55081b1ed5afd829,Math,Grade K,Grade 0,K,2025-26,Chapter 20 Test: Data
Crestwell School,9bf2d838c45e7eff23ae8317a26c16c1dfc38ec6dfb2458d4de514096ced040a,Math,Grade K,Grade 0,K,2025-26,"Chapter 2 Test: Count, Write, and Represent Numbers Through 5"
Crestwell School,f8c4782a6ff6781b9ffc57a552fd2410832f89ff911a3a6426a4651ee38c77b5,Math,Grade K,Grade 0,K,2025-26,Chapter 3 Test: Compare Numbers Through 5
Crestwell School,2f1c77bb695faf05a31019d9204c68008964cfafc23a8242b230fb1e423d03cb,Math,Grade K,Grade 0,K,2025-26,Chapter 4 Test: Count and Represent Numbers Through 8
Crestwell School,4eb4e4c941962bb6412f2b09f4c61430846eb46f80c7c0737a8532928ad19e98,Math,Grade K,Grade 0,K,2025-26,Chapter 5 Test: Count and Represent Numbers Through 10
Crestwell School,602955c6748c00517e49c08fe809180bf63fcdeba575dccf6218cad2a92e68fe,Math,Grade K,Grade 0,K,2025-26,Chapter 6 Test: Order and Compare Numbers Through 10
Crestwell School,cadfada92ed7f0879b7110fedfce67fd6dd9feef926961c150a046402f738613,Math,Grade K,Grade 0,K,2025-26,"Chapter 7 Test: Count, Represent, and Compare Numbers Through 15"
Crestwell School,2ae24786245f4c57c7643c2fa919bcef888879c03dd72d18e7a7c3e132b45991,Math,Grade K,Grade 0,K,2025-26,"Chapter 8 Test: Count, Represent, and Compare Numbers Through 20"
Crestwell School,915adedc113bd1e20d2be9d94b9f4e496b03b59cbb550d6bd21370cb3c5ec9d6,Math,Grade K,Grade 0,K,2025-26,Chapter 9 Test: Put Together and Take Apart Numbers to 5
Crestwell School,e02f98640b645311610c3c9c0c67be48c30d78abf5b8804b954fc5a16982cfd2,Reading,Grade K,Grade 0,K,2025-26,Module 4 Assessment: Happy Healthy Me
Crestwell School,db212e92caa4410da09db108bf75c6f365ff9e461ddeb117361c387dc2ea9274,Reading,Grade K,Grade 0,K,2025-26,Module 5 Assessment: I Can Do It!
Crestwell School,219b48db2a695d00917618e20dc6fc1ee5ffc9007bcc3966858f831334110cca,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: Curious About Kindergarten
Crestwell School,9d78df651c631948e7f8f1aeaa613cbe9fd2e205bb01d180d9be5ec0abc187f3,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: Happy Healthy Me
Crestwell School,e521d734119b2e9f65dcf9a09bb7945c29d9d8833fe913f603aa626bd26f9de0,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: Home of the Free and the Brave
Crestwell School,5e1f91e6000025fed1c2dba853e99b9172e5ca52600a1817df7d9c539756507b,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: I Can Do It!
Crestwell School,42673513b468f04a240c05b1f79ac97cbcbfa4ec78fb6cee3851f2e766a3fc39,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: My Community Heroes
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: There's Only One Me!
Crestwell School,642b7f0c301cc84a9244bb778e95aa17fee7cac1dfe07fec4092f3beeb821347,Reading,Grade K,Grade 0,K,2025-26,Module Assessment: Zoom In!
