school,session,item_id,item_name,subject,grade,dim_subject_label,q_mapped,q_total,q_unmapped,coverage_class
Athenian Academy of Technology and the Arts,2024-25,7787922452,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7809597161,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7814550280,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7814632187,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,7961702243,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8074632081,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,7986398991,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8002444006,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8002495741,M1W1 Critical Vocabulary Quiz (8/29),ELA,Grade 4,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8005770134,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8005896485,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8068323186,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8016288394,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8066821818,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8065959699,Module 2 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8016838893,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8065628761,Module 2 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8019853921,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8030677985,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8030780280,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8049469169,Module 2 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7730573420,M6W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8116071906,M3W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7711484463,Vocab Quiz M5W3,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7711313738,Vocab Quiz M5W3,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7700974490,M5W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7700955268,M5W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7689301066,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7688416594,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7688014588,M5W1 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7687967795,M5W1 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7687592490,M5M1Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7663638907,M4W3  Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7663238512,M4W3 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7662225137,M4W3 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8126575277,M4W1 Vocabulary Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8046218909,M2W1 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,7973108537,M1W1 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8133006059,M4W1 Vocabulary Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8258565097,M6W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8264968178,M6W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,7998507820,CW - M1W1 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8000145024,M1W1 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8273926376,M6w2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8279391756,M7W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8074628569,M2W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8133500452,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8150096175,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8154558077,M4W3 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8192873294,M4W3 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8194198134,M4W3  Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8292962635,M7W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8294794366,M7W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8014008298,M1W2 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8317180423,M7W3 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8318979330,M7W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8221051747,M5W1 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8016562092,M1W2 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8319114247,M7W2 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8065962317,M2W2 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8016724503,M1W2 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8325958880,M7W3 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8327381867,M7W3 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7598715892,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8018787494,M1W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8019069618,M1W3 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8226054659,M5W1 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8104180371,M3W2 Vocab,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8107224032,M3W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7730571088,M6W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8227640787,M5W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8236900913,M5W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8057645223,M2W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8057644154,M2W2 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8237170511,Vocab Quiz M5W3,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8030435267,M1W3 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7789394548,M7W2 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7792092554,M7W3 Vocabulary Quiz,ELA,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7789275406,M7W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7799609422,M7W3 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7799623199,M7W3 Vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7789257999,M7W2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8086855969,M3W1 Vocab,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7779964861,M7W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7779930840,M7W1 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8093554844,M3W1 Vocab,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8095408985,M3W2 Vocab,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7740780442,M6w2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8247538581,Vocab Quiz M5W3,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8055416739,M2W1 Vocab Quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7740778505,M6w2 vocab quiz,ELA,Grade 5,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7338323435,Unit: 6 Islamic and African Civilizations,History,Grade 6,History,0,45,45,zero
Athenian Academy of Technology and the Arts,2024-25,7799461857,Unit: 7 Empires of Asia and the Americas,History,Grade 6,History,0,43,43,zero
Athenian Academy of Technology and the Arts,2024-25,7338323403,Unit: 3 Civilization in India and China,History,Grade 6,History,0,42,42,zero
Athenian Academy of Technology and the Arts,2024-25,7799460644,Slavery and the Wild West Test,History,Grade 7,History,0,27,27,zero
Athenian Academy of Technology and the Arts,2025-26,7892359049,Slavery and the Wild West Test,History,Grade 7,History,0,27,27,zero
Athenian Academy of Technology and the Arts,2024-25,7804895854,China and Japan Quest,History,Grade 6,History,0,20,20,zero
Athenian Academy of Technology and the Arts,2025-26,8085353973,The Bill of Rights Quiz,History,Grade 7,History,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8327905248,Quarter 4 Quiz 1,History,Grade 7,History,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8257448535,Quiz 2,History,Grade 7,History,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8257424520,World History Quiz 3,History,Grade 6,History,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8353067732,Quarter 4 Quiz 2,History,Grade 7,History,0,9,9,zero
Athenian Academy of Technology and the Arts,2025-26,8073490319,Articles of Confederation open book quiz,History,Grade 7,History,0,7,7,zero
Athenian Academy of Technology and the Arts,2025-26,8370131136,World History Weekly Quiz 3,History,Grade 6,History,0,7,7,zero
Athenian Academy of Technology and the Arts,2025-26,8352740777,World History Weekly Quiz,History,Grade 6,History,0,7,7,zero
Athenian Academy of Technology and the Arts,2025-26,8359937643,World History Weekly Quiz 2,History,Grade 6,History,0,6,6,zero
Athenian Academy of Technology and the Arts,2025-26,8126292235,Quiz 2,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8076165986,Quiz 6,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7789366219,World History Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8247514543,World History Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7722457831,Quarter 3 Quiz 3,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7789244025,Quarter 4 Quiz 2,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7741094732,Quarter 3 Quiz 5,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8030688955,Quiz 3,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8043741105,Quiz 4,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7700976328,Quarter 3 Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8002526684,Quiz #1,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7780051007,World History Quiz #1,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8193592968,U.S. History Quiz 1,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8193578592,World History Quiz 1,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8002545344,Quiz #1,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8055407250,Quiz 5,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8055343226,Quiz 5,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8030945538,Quiz 3,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8149807504,Quiz 3,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8016572178,Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8043748847,Quiz 4,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8016821134,U.S. History Quiz 2,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7780027189,Quarter 4 Quiz #1,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7688267137,Quarter 3 Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7688207641,Quarter 3 Quiz 3,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8085496323,Quiz 1,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8236972720,Quiz 1,History,Grade 7,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7663081396,Quarter 3 Quiz 1,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8126265514,Quiz 2,History,Grade 6,History,0,5,5,zero
Athenian Academy of Technology and the Arts,2025-26,8365066597,Practice PM3 Test Session 1,Math,Grade 3,Math,0,20,20,zero
Athenian Academy of Technology and the Arts,2025-26,8368658997,Practice PM3 Test Session 1,Math,Grade 3,Math,0,20,20,zero
Athenian Academy of Technology and the Arts,2024-25,7608232113,"HW Ch. 8.9 pgs. 399-400 #1-17 ODD, #21, 23, 25 - 12/5/24",Math,Grade 3,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7615719409,"HW Ch. 8.9 pgs. 399-400 #1-17 ODD, #21, 23, 25 - 12/5/24",Math,Grade 3,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7623890633,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2025-26,8325375519,Money Test,Math,Grade K,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7623185959,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2025-26,8325969043,Money Test,Math,Grade K,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7622593450,"HW  Ch. 8.10 pgs. 405-406  #1-17 odds, #21, 23, 25 - 12/9/24",Math,Grade 3,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2025-26,8336783158,Classwork End of Year Test,Math,Grade 1,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2025-26,8346484076,Classwork End of Year Test,Math,Grade 1,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2025-26,8324893965,Money Test,Math,Grade K,Math,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7615718091,"HW Ch. 8.3 pgs. 363-364 #1-15 ODD, 19, 21, 23 - 12/4/24",Math,Grade 3,Math,0,11,11,zero
Athenian Academy of Technology and the Arts,2024-25,7608230744,"HW Ch. 8.3 pgs. 363-364 #1-15 ODD, 19, 21, 23 - 12/4/24",Math,Grade 3,Math,0,11,11,zero
Athenian Academy of Technology and the Arts,2025-26,8341769546,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7612731858,CW - Ch. 8.4  pg. 367 #6-24 even - 12/4/24,Math,Grade 3,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7608233480,CW - Ch. 8.4  pg. 367 #6-24 even - 12/4/24,Math,Grade 3,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7630568806,"HW Ch. 8 Review pgs. 413-417  #1, 2, 4, 5, 9, 10, 11, 12, 13, 17",Math,Grade 3,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7623890689,"HW Ch. 8 Review pgs. 413-417  #1, 2, 4, 5, 9, 10, 11, 12, 13, 17",Math,Grade 3,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8319331982,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8368732914,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7621172583,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8325105142,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7599209632,Chapter 7 Review,Math,Grade 1,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7620348280,Chapter 7 Review,Math,Grade 1,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7618090792,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8327522063,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7619254630,CW - Ch. 8.4  pg. 367 #6-24 even - 12/4/24,Math,Grade 3,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8356534058,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7632298083,math ch 10 chapter review 369-374 selected questions,Math,Grade 5,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7619260641,CW Chapter 8 double digit subtraction,Math,Grade 2,Math,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8336191844,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",Math,Grade 5,Math,0,9,9,zero
Athenian Academy of Technology and the Arts,2025-26,8351403526,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",Math,Grade 5,Math,0,9,9,zero
Athenian Academy of Technology and the Arts,2024-25,7627001135,Comparing Numbers Review HW,Math,Grade 1,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7626083157,Comparing Numbers Review HW,Math,Grade 1,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7617762025,HW 12/3 8.1,Math,Grade 6,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2025-26,8344760282,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",Math,Grade 5,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7637896011,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7635463244,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7634120124,Adding and Subtracting Money - 12/16/24,Math,Grade 3,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2025-26,8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",Math,Grade 5,Math,0,8,8,zero
Athenian Academy of Technology and the Arts,2024-25,7636719499,12/16: 9.3 Homework,Math,Grade 4,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7626956928,12/16: 9.3 Homework,Math,Grade 4,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7619335553,HW 8.6  pgs. 331-332  #1-8 (skip #3),Math,Grade 2,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7619248537,12/09 8.6 Homework,Math,Grade 4,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7613415036,HW 8.6  pgs. 331-332  #1-8 (skip #3),Math,Grade 2,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7613842755,HW 8.6  pgs. 331-332  #1-8 (skip #3),Math,Grade 2,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7624644120,12/09 8.6 Homework,Math,Grade 4,Math,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7615828993,12/04 8.4 Homework,Math,Grade 4,Math,0,6,6,zero
Athenian Academy of Technology and the Arts,2024-25,7619246559,12/04 8.3 Homework,Math,Grade 4,Math,0,6,6,zero
Athenian Academy of Technology and the Arts,2024-25,7619249711,12/11: Chapter 10 Show What you Know,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7632527587,12/12 CW: Chapter 9 Lesson 1,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7631081618,12/12 9.1 Homework,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7631927148,12/12 9.1 Homework,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7631083592,12/12 CW: Chapter 9 Lesson 1,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7615829935,12/05 8.4 Homework,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7629953167,Math Hw 367-368 odds,Math,Grade 5,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7618104257,HW chp 8 review handout,Math,Grade 2,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7624644556,12/11: Chapter 10 Show What you Know,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7630593377,Math Hw 367-368 odds,Math,Grade 5,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7621570215,HW chp 8 review handout,Math,Grade 2,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7620320195,HW chp 8 review handout,Math,Grade 2,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7619247715,12/05 8.4 Homework,Math,Grade 4,Math,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7789287431,M7W2 Vocabulary Quiz,Math,Grade 3,ELA,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8338541701,FSSA Practice Test p. 79-88 (4th grade book),Science,Grade 5,Science,0,40,40,zero
Athenian Academy of Technology and the Arts,2025-26,8325089229,FSSA Practice Test p. 79-88 (4th grade book),Science,Grade 5,Science,0,40,40,zero
Athenian Academy of Technology and the Arts,2024-25,7606210127,"Unit 4 Weather- Lesson 1, 2, and 3",Science,Grade 2,Science,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7618539526,"CW Unit 4 Weather- Lesson 1, 2, and 3",Science,Grade 2,Science,0,12,12,zero
Athenian Academy of Technology and the Arts,2024-25,7607478150,Inherited Traits 'Genius Challenge',Science,Grade 1,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8356546341,Science Quiz Week 3 FSSA Review,Science,Grade 5,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2024-25,7620506862,CW: Unit 4 Weather- Lesson 4: Severe Weather,Science,Grade 2,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8351537358,Sc Quiz Week 1 FSA Review,Science,Grade 5,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8334327109,Sc Quiz Week 1 FSA Review,Science,Grade 5,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8360651191,SC Quiz Week #2 FSA Review,Science,Grade 5,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8344783376,SC Quiz Week #2 FSA Review,Science,Grade 5,Science,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8368737293,Science Quiz Week 3 FSSA Review,Science,Grade 5,Science,0,10,10,zero
