school_id,kind,item_name,item_a,item_b,nq,shared_students,subjects,grade_pairs,type_pairs,any_cross_grade,any_cross_session
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Look Around and Explore!,7334677815,7892329532,16,1,ELA,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Look Around and Explore!,7334680413,7892329532,16,1,ELA,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Meet in the Middle,7334677882,7892328225,16,1,ELA,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Meet in the Middle,7334679419,7892328225,16,1,ELA,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Nice to Meet You!,7334632266,7892309799,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Nice to Meet You!,7334633495,7892309629,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Nice to Meet You!,7334634624,7892309799,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Module Assessment: Now You See It, Now You Don't",7334632884,7892309836,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Module Assessment: Now You See It, Now You Don't",7334634007,7892309645,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Module Assessment: Now You See It, Now You Don't",7334635437,7892309645,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Module Assessment: Now You See It, Now You Don't",7334635437,7892309836,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Module Assessment: Now You See It, Now You Don't",7334635437,7892310099,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Once Upon a Time,7334677961,7892328229,16,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Once Upon a Time,7334677961,7892329582,16,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Once Upon a Time,7334679551,7892328229,16,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Once Upon a Time,7334680580,7892329582,16,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Tell Me a Story,7334633311,7892309857,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Tell Me a Story,7334634502,7892309661,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Tell Me a Story,7334636009,7892309661,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Tell Me a Story,7334636009,7892309857,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Tell Me a Story,7334636009,7892310113,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: The Big Outdoors,7796964767,7892309655,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: The Big Outdoors,7796964767,7892310108,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: The Big Outdoors,7796978953,7892309655,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,My Community Heroes: Weekly Assessment: Week 1,7337898923,7892345740,5,1,ELA,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"My Family, My Community: Weekly Assessment: Week 2",7334632340,7892309801,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"My Family, My Community: Weekly Assessment: Week 2",7334633556,7892309631,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"My Family, My Community: Weekly Assessment: Week 2",7334634701,7892309801,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 1,7334632137,7892309796,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 1,7334633366,7892309626,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 2,7334632189,7892309797,20,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 2,7334633419,7892309627,20,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 3,7334633464,7892309628,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Nice to Meet You!: Weekly Assessment: Week 3,7334634602,7892309798,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 1",7334632768,7892309821,15,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 1",7334633906,7892309642,15,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 1",7334635223,7892309642,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 1",7334635223,7892309821,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 2",7334632803,7892309826,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 2",7334633943,7892309643,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 2",7334635298,7892309643,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 2",7334635298,7892309826,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 2",7334635298,7892310096,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 3",7334632852,7892309832,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 3",7334633973,7892309644,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 3",7334635372,7892309644,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 3",7334635372,7892309832,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,"Now You See It, Now You Don't: Weekly Assessment: Week 3",7334635372,7892310098,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 1,7334677903,7892328226,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 1,7334677903,7892329563,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 1,7334679452,7892328226,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 1,7334680518,7892329563,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 2,7334677923,7892328227,18,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 2,7334679487,7892328227,18,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 3,7334677940,7892328228,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 3,7334677940,7892329575,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Once Upon a Time: Weekly Assessment: Week 3,7334680559,7892329575,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Tell Me a Story: Weekly Assessment: Week 1,7334633224,7892309846,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Tell Me a Story: Weekly Assessment: Week 1,7334634386,7892309656,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Tell Me a Story: Weekly Assessment: Week 1,7334635860,7892309656,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 1,7334633063,7892309842,15,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 1,7334634237,7892309650,15,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 1,7334635662,7892310104,15,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 2,7789295582,7892309651,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 2,7789295582,7892309843,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 2,7789295582,7892310106,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 2,7789311174,7892309651,19,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 2,7789322750,7892309843,19,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 3,7796964713,7892309654,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 3,7796964713,7892309844,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 3,7796964713,7892310107,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 3,7796978926,7892309654,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,The Big Outdoors: Weekly Assessment: Week 3,7796985777,7892309844,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: How Scientists Work,7338364939,7892349073,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: How Scientists Work,7338365071,7892349223,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: Work Like a Scientist,7338394436,7892350258,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: Work Like a Scientist,7338394436,7892350480,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: Work Like a Scientist,7338394535,7892350258,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 1 Benchmark Test: Work Like a Scientist,7338394665,7892350480,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 2 Benchmark: Technology In Our World,7338394543,7892350259,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 2 Benchmark Test: Animals,7466003798,7892353565,10,1,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 2 Benchmark Test: Technology All Around Us,7338364877,7892349224,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 2 Benchmark Test: Technology All Around Us,7338364949,7892349074,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 2 Benchmark Test: Technology All Around Us,7338365083,7892349224,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Objects in the Sky,7338364881,7892349225,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Objects in the Sky,7338364969,7892349075,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Objects in the Sky,7338365093,7892349075,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Objects in the Sky,7338365093,7892349225,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Objects in the Sky,7338365093,7892349378,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Plants,7466000202,7892353988,9,1,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 1 Quiz,7679618307,8085438535,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 1 Quiz,7688550954,8077435954,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 1 Quiz,7688854507,8077435954,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 1 Quiz,7688854507,8085438535,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 3 Quiz,7696812668,8093432994,4,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 3 Quiz,7701480595,8093432994,4,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Lesson 3 Quiz,7701480595,8093638773,4,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 1,7334632445,7892309806,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Earth?s Resources,7338364983,7892349076,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Earth?s Resources,7338365111,7892349076,10,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Earth?s Resources,7338365111,7892349226,10,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Earth?s Resources,7338365111,7892349379,10,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Weather,7338394473,7892350261,10,1,Science,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Weather,7338394473,7892350483,10,1,Science,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Weather,7338394563,7892350261,10,1,Science,Grade 2~Grade 2,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Weather,7338394693,7892350483,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 3 Quiz,7768876930,8148036226,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 3 Quiz,7776099902,8146497016,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 3 Quiz,7779974419,8137414023,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 4 Quiz,7774723851,8157479026,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 4 Quiz,7782909211,8151217577,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 4 Quiz,7782909211,8157479026,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Lesson 4 Quiz,7787619325,8151217577,4,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: All About Matter,7338394479,7892350262,10,1,Science,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: All About Matter,7338394479,7892350484,10,1,Science,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: All About Matter,7338394577,7892350262,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: All About Matter,7338394701,7892350484,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7338364900,7892349227,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7338364995,7892349077,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7338365122,7892349077,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7338365122,7892349227,10,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Benchmark Test: Matter Can Change,7338394486,7892350263,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Benchmark Test: Matter Can Change,7338394591,7892350263,10,1,Science,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Lesson 1 Quiz,7728834109,8225875584,4,1,Science,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 7 Benchmark Test: Motion,7466003809,7892353592,10,1,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 4 Benchmark Test: Earth?s Resources,7338364890,7892349226,10,1,Science,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 1,7334633690,7892309634,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 1,7334634835,7892309634,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 1,7334634835,7892309806,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 3,7334632515,7892309808,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 3,7334633737,7892309636,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 3,7334634965,7892309636,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Amazing Animals: Weekly Assessment: Week 3,7334634965,7892309808,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
