grantee,table_name,privilege_type
anon,lti_registration,DELETE
anon,lti_registration,INSERT
anon,lti_registration,REFERENCES
anon,lti_registration,SELECT
anon,lti_registration,TRIGGER
anon,lti_registration,TRUNCATE
anon,lti_registration,UPDATE
authenticated,lti_registration,DELETE
authenticated,lti_registration,INSERT
authenticated,lti_registration,REFERENCES
authenticated,lti_registration,SELECT
authenticated,lti_registration,TRIGGER
authenticated,lti_registration,TRUNCATE
authenticated,lti_registration,UPDATE
anon,lti_user_identity,DELETE
anon,lti_user_identity,INSERT
anon,lti_user_identity,REFERENCES
anon,lti_user_identity,SELECT
anon,lti_user_identity,TRIGGER
anon,lti_user_identity,TRUNCATE
anon,lti_user_identity,UPDATE
authenticated,lti_user_identity,DELETE
authenticated,lti_user_identity,INSERT
authenticated,lti_user_identity,REFERENCES
authenticated,lti_user_identity,SELECT
authenticated,lti_user_identity,TRIGGER
authenticated,lti_user_identity,TRUNCATE
authenticated,lti_user_identity,UPDATE
anon,mrg_bak_cube_grade_summary,DELETE
anon,mrg_bak_cube_grade_summary,INSERT
anon,mrg_bak_cube_grade_summary,REFERENCES
anon,mrg_bak_cube_grade_summary,SELECT
anon,mrg_bak_cube_grade_summary,TRIGGER
anon,mrg_bak_cube_grade_summary,TRUNCATE
anon,mrg_bak_cube_grade_summary,UPDATE
authenticated,mrg_bak_cube_grade_summary,DELETE
authenticated,mrg_bak_cube_grade_summary,INSERT
authenticated,mrg_bak_cube_grade_summary,REFERENCES
authenticated,mrg_bak_cube_grade_summary,SELECT
authenticated,mrg_bak_cube_grade_summary,TRIGGER
authenticated,mrg_bak_cube_grade_summary,TRUNCATE
authenticated,mrg_bak_cube_grade_summary,UPDATE
anon,mrg_bak_cube_question_summary,DELETE
anon,mrg_bak_cube_question_summary,INSERT
anon,mrg_bak_cube_question_summary,REFERENCES
anon,mrg_bak_cube_question_summary,SELECT
anon,mrg_bak_cube_question_summary,TRIGGER
anon,mrg_bak_cube_question_summary,TRUNCATE
anon,mrg_bak_cube_question_summary,UPDATE
authenticated,mrg_bak_cube_question_summary,DELETE
authenticated,mrg_bak_cube_question_summary,INSERT
authenticated,mrg_bak_cube_question_summary,REFERENCES
authenticated,mrg_bak_cube_question_summary,SELECT
authenticated,mrg_bak_cube_question_summary,TRIGGER
authenticated,mrg_bak_cube_question_summary,TRUNCATE
authenticated,mrg_bak_cube_question_summary,UPDATE
anon,mrg_bak_cube_question_summary_overall,DELETE
anon,mrg_bak_cube_question_summary_overall,INSERT
anon,mrg_bak_cube_question_summary_overall,REFERENCES
anon,mrg_bak_cube_question_summary_overall,SELECT
anon,mrg_bak_cube_question_summary_overall,TRIGGER
anon,mrg_bak_cube_question_summary_overall,TRUNCATE
anon,mrg_bak_cube_question_summary_overall,UPDATE
authenticated,mrg_bak_cube_question_summary_overall,DELETE
authenticated,mrg_bak_cube_question_summary_overall,INSERT
authenticated,mrg_bak_cube_question_summary_overall,REFERENCES
authenticated,mrg_bak_cube_question_summary_overall,SELECT
authenticated,mrg_bak_cube_question_summary_overall,TRIGGER
authenticated,mrg_bak_cube_question_summary_overall,TRUNCATE
authenticated,mrg_bak_cube_question_summary_overall,UPDATE
anon,mrg_bak_cube_school_summary,DELETE
anon,mrg_bak_cube_school_summary,INSERT
anon,mrg_bak_cube_school_summary,REFERENCES
anon,mrg_bak_cube_school_summary,SELECT
anon,mrg_bak_cube_school_summary,TRIGGER
anon,mrg_bak_cube_school_summary,TRUNCATE
anon,mrg_bak_cube_school_summary,UPDATE
authenticated,mrg_bak_cube_school_summary,DELETE
authenticated,mrg_bak_cube_school_summary,INSERT
authenticated,mrg_bak_cube_school_summary,REFERENCES
authenticated,mrg_bak_cube_school_summary,SELECT
authenticated,mrg_bak_cube_school_summary,TRIGGER
authenticated,mrg_bak_cube_school_summary,TRUNCATE
authenticated,mrg_bak_cube_school_summary,UPDATE
anon,mrg_bak_cus,DELETE
anon,mrg_bak_cus,INSERT
anon,mrg_bak_cus,REFERENCES
anon,mrg_bak_cus,SELECT
anon,mrg_bak_cus,TRIGGER
anon,mrg_bak_cus,TRUNCATE
anon,mrg_bak_cus,UPDATE
authenticated,mrg_bak_cus,DELETE
authenticated,mrg_bak_cus,INSERT
authenticated,mrg_bak_cus,REFERENCES
authenticated,mrg_bak_cus,SELECT
authenticated,mrg_bak_cus,TRIGGER
authenticated,mrg_bak_cus,TRUNCATE
authenticated,mrg_bak_cus,UPDATE
anon,mrg_bak_dim_item,DELETE
anon,mrg_bak_dim_item,INSERT
anon,mrg_bak_dim_item,REFERENCES
anon,mrg_bak_dim_item,SELECT
anon,mrg_bak_dim_item,TRIGGER
anon,mrg_bak_dim_item,TRUNCATE
anon,mrg_bak_dim_item,UPDATE
authenticated,mrg_bak_dim_item,DELETE
authenticated,mrg_bak_dim_item,INSERT
authenticated,mrg_bak_dim_item,REFERENCES
authenticated,mrg_bak_dim_item,SELECT
authenticated,mrg_bak_dim_item,TRIGGER
authenticated,mrg_bak_dim_item,TRUNCATE
authenticated,mrg_bak_dim_item,UPDATE
anon,mrg_bak_dim_subject,DELETE
anon,mrg_bak_dim_subject,INSERT
anon,mrg_bak_dim_subject,REFERENCES
anon,mrg_bak_dim_subject,SELECT
anon,mrg_bak_dim_subject,TRIGGER
anon,mrg_bak_dim_subject,TRUNCATE
anon,mrg_bak_dim_subject,UPDATE
authenticated,mrg_bak_dim_subject,DELETE
authenticated,mrg_bak_dim_subject,INSERT
authenticated,mrg_bak_dim_subject,REFERENCES
authenticated,mrg_bak_dim_subject,SELECT
authenticated,mrg_bak_dim_subject,TRIGGER
authenticated,mrg_bak_dim_subject,TRUNCATE
authenticated,mrg_bak_dim_subject,UPDATE
anon,mrg_bak_dqd,DELETE
anon,mrg_bak_dqd,INSERT
anon,mrg_bak_dqd,REFERENCES
anon,mrg_bak_dqd,SELECT
anon,mrg_bak_dqd,TRIGGER
anon,mrg_bak_dqd,TRUNCATE
anon,mrg_bak_dqd,UPDATE
authenticated,mrg_bak_dqd,DELETE
authenticated,mrg_bak_dqd,INSERT
authenticated,mrg_bak_dqd,REFERENCES
authenticated,mrg_bak_dqd,SELECT
authenticated,mrg_bak_dqd,TRIGGER
authenticated,mrg_bak_dqd,TRUNCATE
authenticated,mrg_bak_dqd,UPDATE
anon,mrg_bak_fact_student_submission,DELETE
anon,mrg_bak_fact_student_submission,INSERT
anon,mrg_bak_fact_student_submission,REFERENCES
anon,mrg_bak_fact_student_submission,SELECT
anon,mrg_bak_fact_student_submission,TRIGGER
anon,mrg_bak_fact_student_submission,TRUNCATE
anon,mrg_bak_fact_student_submission,UPDATE
authenticated,mrg_bak_fact_student_submission,DELETE
authenticated,mrg_bak_fact_student_submission,INSERT
authenticated,mrg_bak_fact_student_submission,REFERENCES
authenticated,mrg_bak_fact_student_submission,SELECT
authenticated,mrg_bak_fact_student_submission,TRIGGER
authenticated,mrg_bak_fact_student_submission,TRUNCATE
authenticated,mrg_bak_fact_student_submission,UPDATE
anon,permissions,DELETE
anon,permissions,INSERT
anon,permissions,REFERENCES
anon,permissions,SELECT
anon,permissions,TRIGGER
anon,permissions,TRUNCATE
anon,permissions,UPDATE
authenticated,permissions,DELETE
authenticated,permissions,INSERT
authenticated,permissions,REFERENCES
authenticated,permissions,SELECT
authenticated,permissions,TRIGGER
authenticated,permissions,TRUNCATE
authenticated,permissions,UPDATE
anon,raw_question_data,DELETE
anon,raw_question_data,INSERT
anon,raw_question_data,REFERENCES
anon,raw_question_data,SELECT
anon,raw_question_data,TRIGGER
anon,raw_question_data,TRUNCATE
anon,raw_question_data,UPDATE
authenticated,raw_question_data,DELETE
authenticated,raw_question_data,INSERT
authenticated,raw_question_data,REFERENCES
authenticated,raw_question_data,SELECT
authenticated,raw_question_data,TRIGGER
authenticated,raw_question_data,TRUNCATE
authenticated,raw_question_data,UPDATE
anon,raw_student_submission,DELETE
anon,raw_student_submission,INSERT
anon,raw_student_submission,REFERENCES
anon,raw_student_submission,SELECT
anon,raw_student_submission,TRIGGER
anon,raw_student_submission,TRUNCATE
anon,raw_student_submission,UPDATE
authenticated,raw_student_submission,DELETE
authenticated,raw_student_submission,INSERT
authenticated,raw_student_submission,REFERENCES
authenticated,raw_student_submission,SELECT
authenticated,raw_student_submission,TRIGGER
authenticated,raw_student_submission,TRUNCATE
authenticated,raw_student_submission,UPDATE
anon,raw_submission_summary,DELETE
anon,raw_submission_summary,INSERT
anon,raw_submission_summary,REFERENCES
anon,raw_submission_summary,SELECT
anon,raw_submission_summary,TRIGGER
anon,raw_submission_summary,TRUNCATE
anon,raw_submission_summary,UPDATE
authenticated,raw_submission_summary,DELETE
authenticated,raw_submission_summary,INSERT
authenticated,raw_submission_summary,REFERENCES
authenticated,raw_submission_summary,SELECT
authenticated,raw_submission_summary,TRIGGER
authenticated,raw_submission_summary,TRUNCATE
authenticated,raw_submission_summary,UPDATE
anon,raw_user,DELETE
anon,raw_user,INSERT
anon,raw_user,REFERENCES
anon,raw_user,SELECT
anon,raw_user,TRIGGER
anon,raw_user,TRUNCATE
anon,raw_user,UPDATE
authenticated,raw_user,DELETE
authenticated,raw_user,INSERT
authenticated,raw_user,REFERENCES
authenticated,raw_user,SELECT
authenticated,raw_user,TRIGGER
authenticated,raw_user,TRUNCATE
authenticated,raw_user,UPDATE
anon,role_permissions,DELETE
anon,role_permissions,INSERT
anon,role_permissions,REFERENCES
anon,role_permissions,SELECT
anon,role_permissions,TRIGGER
anon,role_permissions,TRUNCATE
anon,role_permissions,UPDATE
authenticated,role_permissions,DELETE
authenticated,role_permissions,INSERT
authenticated,role_permissions,REFERENCES
authenticated,role_permissions,SELECT
authenticated,role_permissions,TRIGGER
authenticated,role_permissions,TRUNCATE
authenticated,role_permissions,UPDATE
anon,roles,DELETE
anon,roles,INSERT
anon,roles,REFERENCES
anon,roles,SELECT
anon,roles,TRIGGER
anon,roles,TRUNCATE
anon,roles,UPDATE
authenticated,roles,DELETE
authenticated,roles,INSERT
authenticated,roles,REFERENCES
authenticated,roles,SELECT
authenticated,roles,TRIGGER
authenticated,roles,TRUNCATE
authenticated,roles,UPDATE
anon,school_grade_overrides,DELETE
anon,school_grade_overrides,INSERT
anon,school_grade_overrides,REFERENCES
anon,school_grade_overrides,SELECT
anon,school_grade_overrides,TRIGGER
anon,school_grade_overrides,TRUNCATE
anon,school_grade_overrides,UPDATE
authenticated,school_grade_overrides,DELETE
authenticated,school_grade_overrides,INSERT
authenticated,school_grade_overrides,REFERENCES
authenticated,school_grade_overrides,SELECT
authenticated,school_grade_overrides,TRIGGER
authenticated,school_grade_overrides,TRUNCATE
authenticated,school_grade_overrides,UPDATE
anon,schools,DELETE
anon,schools,INSERT
anon,schools,REFERENCES
anon,schools,SELECT
anon,schools,TRIGGER
anon,schools,TRUNCATE
anon,schools,UPDATE
authenticated,schools,DELETE
authenticated,schools,INSERT
authenticated,schools,REFERENCES
authenticated,schools,SELECT
authenticated,schools,TRIGGER
authenticated,schools,TRUNCATE
authenticated,schools,UPDATE
anon,stg_question_data,DELETE
anon,stg_question_data,INSERT
anon,stg_question_data,REFERENCES
anon,stg_question_data,SELECT
anon,stg_question_data,TRIGGER
anon,stg_question_data,TRUNCATE
anon,stg_question_data,UPDATE
authenticated,stg_question_data,DELETE
authenticated,stg_question_data,INSERT
authenticated,stg_question_data,REFERENCES
authenticated,stg_question_data,SELECT
authenticated,stg_question_data,TRIGGER
authenticated,stg_question_data,TRUNCATE
authenticated,stg_question_data,UPDATE
anon,stg_student_submission,DELETE
anon,stg_student_submission,INSERT
anon,stg_student_submission,REFERENCES
anon,stg_student_submission,SELECT
anon,stg_student_submission,TRIGGER
anon,stg_student_submission,TRUNCATE
anon,stg_student_submission,UPDATE
authenticated,stg_student_submission,DELETE
authenticated,stg_student_submission,INSERT
authenticated,stg_student_submission,REFERENCES
authenticated,stg_student_submission,SELECT
authenticated,stg_student_submission,TRIGGER
authenticated,stg_student_submission,TRUNCATE
authenticated,stg_student_submission,UPDATE
anon,stg_submission_summary,DELETE
anon,stg_submission_summary,INSERT
anon,stg_submission_summary,REFERENCES
anon,stg_submission_summary,SELECT
anon,stg_submission_summary,TRIGGER
anon,stg_submission_summary,TRUNCATE
anon,stg_submission_summary,UPDATE
authenticated,stg_submission_summary,DELETE
authenticated,stg_submission_summary,INSERT
authenticated,stg_submission_summary,REFERENCES
authenticated,stg_submission_summary,SELECT
authenticated,stg_submission_summary,TRIGGER
authenticated,stg_submission_summary,TRUNCATE
authenticated,stg_submission_summary,UPDATE
anon,stg_user,DELETE
anon,stg_user,INSERT
anon,stg_user,REFERENCES
anon,stg_user,SELECT
anon,stg_user,TRIGGER
anon,stg_user,TRUNCATE
anon,stg_user,UPDATE
authenticated,stg_user,DELETE
authenticated,stg_user,INSERT
authenticated,stg_user,REFERENCES
authenticated,stg_user,SELECT
authenticated,stg_user,TRIGGER
authenticated,stg_user,TRUNCATE
authenticated,stg_user,UPDATE
anon,subject_course_overrides,DELETE
anon,subject_course_overrides,INSERT
anon,subject_course_overrides,REFERENCES
anon,subject_course_overrides,SELECT
anon,subject_course_overrides,TRIGGER
anon,subject_course_overrides,TRUNCATE
anon,subject_course_overrides,UPDATE
authenticated,subject_course_overrides,DELETE
authenticated,subject_course_overrides,INSERT
authenticated,subject_course_overrides,REFERENCES
authenticated,subject_course_overrides,SELECT
authenticated,subject_course_overrides,TRIGGER
authenticated,subject_course_overrides,TRUNCATE
authenticated,subject_course_overrides,UPDATE
anon,subject_overrides,DELETE
anon,subject_overrides,INSERT
anon,subject_overrides,REFERENCES
anon,subject_overrides,SELECT
anon,subject_overrides,TRIGGER
anon,subject_overrides,TRUNCATE
anon,subject_overrides,UPDATE
authenticated,subject_overrides,DELETE
authenticated,subject_overrides,INSERT
authenticated,subject_overrides,REFERENCES
authenticated,subject_overrides,SELECT
authenticated,subject_overrides,TRIGGER
authenticated,subject_overrides,TRUNCATE
authenticated,subject_overrides,UPDATE
anon,teacher_pair_overrides,DELETE
anon,teacher_pair_overrides,INSERT
anon,teacher_pair_overrides,REFERENCES
anon,teacher_pair_overrides,SELECT
anon,teacher_pair_overrides,TRIGGER
anon,teacher_pair_overrides,TRUNCATE
anon,teacher_pair_overrides,UPDATE
authenticated,teacher_pair_overrides,DELETE
authenticated,teacher_pair_overrides,INSERT
authenticated,teacher_pair_overrides,REFERENCES
authenticated,teacher_pair_overrides,SELECT
authenticated,teacher_pair_overrides,TRIGGER
authenticated,teacher_pair_overrides,TRUNCATE
authenticated,teacher_pair_overrides,UPDATE
anon,tenant_config_sync_runs,DELETE
anon,tenant_config_sync_runs,INSERT
anon,tenant_config_sync_runs,REFERENCES
anon,tenant_config_sync_runs,SELECT
anon,tenant_config_sync_runs,TRIGGER
anon,tenant_config_sync_runs,TRUNCATE
anon,tenant_config_sync_runs,UPDATE
authenticated,tenant_config_sync_runs,DELETE
authenticated,tenant_config_sync_runs,INSERT
authenticated,tenant_config_sync_runs,REFERENCES
authenticated,tenant_config_sync_runs,SELECT
authenticated,tenant_config_sync_runs,TRIGGER
authenticated,tenant_config_sync_runs,TRUNCATE
authenticated,tenant_config_sync_runs,UPDATE
anon,user_profiles,DELETE
anon,user_profiles,INSERT
anon,user_profiles,REFERENCES
anon,user_profiles,SELECT
anon,user_profiles,TRIGGER
anon,user_profiles,TRUNCATE
anon,user_profiles,UPDATE
authenticated,user_profiles,DELETE
authenticated,user_profiles,INSERT
authenticated,user_profiles,REFERENCES
authenticated,user_profiles,SELECT
authenticated,user_profiles,TRIGGER
authenticated,user_profiles,TRUNCATE
authenticated,user_profiles,UPDATE
anon,user_roles,DELETE
anon,user_roles,INSERT
anon,user_roles,REFERENCES
anon,user_roles,SELECT
anon,user_roles,TRIGGER
anon,user_roles,TRUNCATE
anon,user_roles,UPDATE
authenticated,user_roles,DELETE
authenticated,user_roles,INSERT
authenticated,user_roles,REFERENCES
authenticated,user_roles,SELECT
authenticated,user_roles,TRIGGER
authenticated,user_roles,TRUNCATE
authenticated,user_roles,UPDATE
anon,user_schools,DELETE
anon,user_schools,INSERT
anon,user_schools,REFERENCES
anon,user_schools,SELECT
anon,user_schools,TRIGGER
anon,user_schools,TRUNCATE
anon,user_schools,UPDATE
authenticated,user_schools,DELETE
authenticated,user_schools,INSERT
authenticated,user_schools,REFERENCES
authenticated,user_schools,SELECT
authenticated,user_schools,TRIGGER
authenticated,user_schools,TRUNCATE
authenticated,user_schools,UPDATE
anon,user_sync_runs,DELETE
anon,user_sync_runs,INSERT
anon,user_sync_runs,REFERENCES
anon,user_sync_runs,SELECT
anon,user_sync_runs,TRIGGER
anon,user_sync_runs,TRUNCATE
anon,user_sync_runs,UPDATE
authenticated,user_sync_runs,DELETE
authenticated,user_sync_runs,INSERT
authenticated,user_sync_runs,REFERENCES
authenticated,user_sync_runs,SELECT
authenticated,user_sync_runs,TRIGGER
authenticated,user_sync_runs,TRUNCATE
authenticated,user_sync_runs,UPDATE
