school_id,item_id,subject,grade,assessment_type,session,item_name
019eb11c-410a-7ffb-86e6-a0294c669670,7338194137,ELA,Grade 8,Assessments,2024-25,Not My Bones / from Fortune?s Bones Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204660,Math,Grade 6,Lesson  Assessments,2024-25,Module 1 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204661,Math,Grade 6,Lesson  Assessments,2024-25,Module 2 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204663,Math,Grade 6,Lesson  Assessments,2024-25,Module 3 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204664,Math,Grade 6,Lesson  Assessments,2024-25,Module 4 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204667,Math,Grade 6,Lesson  Assessments,2024-25,Module 5 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204673,Math,Grade 6,Lesson  Assessments,2024-25,Module 6 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338204679,Math,Grade 6,Lesson  Assessments,2024-25,Module 7 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206076,Math,Grade 7,Lesson  Assessments,2024-25,Module 1 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206081,Math,Grade 7,Lesson  Assessments,2024-25,Module 2 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206087,Math,Grade 7,Lesson  Assessments,2024-25,Module 3 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206096,Math,Grade 7,Lesson  Assessments,2024-25,Module 4 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206105,Math,Grade 7,Lesson  Assessments,2024-25,Module 5 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206116,Math,Grade 7,Lesson  Assessments,2024-25,Module 6 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338206131,Math,Grade 7,Lesson  Assessments,2024-25,Module 8 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338320706,History,Grade 7,Lesson  Assessments,2024-25,Unit 1 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338320715,History,Grade 7,Lesson  Assessments,2024-25,Unit 2 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338320727,History,Grade 7,Lesson  Assessments,2024-25,Unit 3 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338320735,History,Grade 7,Lesson  Assessments,2024-25,Unit 4 Test
019eb11c-410a-7ffb-86e6-a0294c669670,7338323360,History,Grade 6,Lesson  Assessments,2024-25,Unit 1: Early Humans and Societies
019eb11c-410a-7ffb-86e6-a0294c669670,7338323384,History,Grade 6,Lesson  Assessments,2024-25,"Unit: 2 Mesopotamia, Egypt, and Kush"
019eb11c-410a-7ffb-86e6-a0294c669670,7338323403,History,Grade 6,Lesson  Assessments,2024-25,Unit: 3 Civilization in India and China
019eb11c-410a-7ffb-86e6-a0294c669670,7338323412,History,Grade 6,Lesson  Assessments,2024-25,Unit: 4 Foundations of Western Ideas
019eb11c-410a-7ffb-86e6-a0294c669670,7338323422,History,Grade 6,Lesson  Assessments,2024-25,Unit: 5 The Roman World
019eb11c-410a-7ffb-86e6-a0294c669670,7338323435,History,Grade 6,Lesson  Assessments,2024-25,Unit: 6 Islamic and African Civilizations
019eb11c-410a-7ffb-86e6-a0294c669670,7338364863,Science,Grade 1,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7338364877,Science,Grade 1,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7338364881,Science,Grade 1,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7338364890,Science,Grade 1,Assessments,2024-25,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7338364900,Science,Grade 1,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338364910,Science,Grade 1,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338364914,Science,Grade 1,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7338364921,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7338364921,Science,Grade 1,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7338364925,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7338364925,Science,Grade 1,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7338364939,Science,Grade 1,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7338364949,Science,Grade 1,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7338364969,Science,Grade 1,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7338364983,Science,Grade 1,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7338364995,Science,Grade 1,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338365014,Science,Grade 1,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338365023,Science,Grade 1,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7338365038,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7338365058,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7338365071,Science,Grade 1,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7338365083,Science,Grade 1,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7338365093,Science,Grade 1,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7338365111,Science,Grade 1,Assessments,2024-25,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7338365122,Science,Grade 1,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338365137,Science,Grade 1,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338365147,Science,Grade 1,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7338365160,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7338365172,Science,Grade 1,Unit-Chap  Assessments,2024-25,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7338394436,Science,Grade 2,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7338394453,Science,Grade 2,Lesson  Assessments,2024-25,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7338394461,Science,Grade 2,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7338394473,Science,Grade 2,Unit-Chap  Assessments,2024-25,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7338394479,Science,Grade 2,Assessments,2024-25,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338394486,Science,Grade 2,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338394493,Science,Grade 2,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338394502,Science,Grade 2,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338394510,Science,Grade 2,Assessments,2024-25,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7338394535,Science,Grade 2,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7338394543,Science,Grade 2,Lesson  Assessments,2024-25,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7338394552,Science,Grade 2,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7338394563,Science,Grade 2,Unit-Chap  Assessments,2024-25,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7338394577,Science,Grade 2,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338394591,Science,Grade 2,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338394604,Science,Grade 2,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338394612,Science,Grade 2,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338394624,Science,Grade 2,Assessments,2024-25,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7338394665,Science,Grade 2,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7338394677,Science,Grade 2,Lesson  Assessments,2024-25,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7338394685,Science,Grade 2,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7338394693,Science,Grade 2,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7338394701,Science,Grade 2,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338394709,Science,Grade 2,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338394719,Science,Grade 2,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338394728,Science,Grade 2,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338394737,Science,Grade 2,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7338399356,Science,Grade 3,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Investigating Questions
019eb11c-410a-7ffb-86e6-a0294c669670,7338399358,Science,Grade 3,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth and Stars
019eb11c-410a-7ffb-86e6-a0294c669670,7338399361,Science,Grade 3,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Properties of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338399365,Science,Grade 3,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338399368,Science,Grade 3,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Heat Sources
019eb11c-410a-7ffb-86e6-a0294c669670,7338399374,Science,Grade 3,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Plants and the Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7338399377,Science,Grade 3,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Classifying Plants and Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7338399379,Science,Grade 3,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Living Things Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338399383,Science,Grade 3,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Investigating Questions
019eb11c-410a-7ffb-86e6-a0294c669670,7338399385,Science,Grade 3,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth and Stars
019eb11c-410a-7ffb-86e6-a0294c669670,7338399395,Science,Grade 3,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Properties of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338399396,Science,Grade 3,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338399397,Science,Grade 3,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Heat Sources
019eb11c-410a-7ffb-86e6-a0294c669670,7338399404,Science,Grade 3,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Plants and the Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7338399409,Science,Grade 3,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Classifying Plants and Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7338399415,Science,Grade 3,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Living Things Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338399419,Science,Grade 3,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Investigating Questions
019eb11c-410a-7ffb-86e6-a0294c669670,7338399423,Science,Grade 3,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth and Stars
019eb11c-410a-7ffb-86e6-a0294c669670,7338399427,Science,Grade 3,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Properties of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338399430,Science,Grade 3,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338399433,Science,Grade 3,Unit-Chap  Assessments,2024-25,Unit 6 Benchmark Test: Heat Sources
019eb11c-410a-7ffb-86e6-a0294c669670,7338399435,Science,Grade 3,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Plants and the Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7338399443,Science,Grade 3,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Classifying Plants and Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7338399447,Science,Grade 3,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Living Things Change
019eb11c-410a-7ffb-86e6-a0294c669670,7338420470,Science,Grade 4,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Studying Science
019eb11c-410a-7ffb-86e6-a0294c669670,7338420475,Science,Grade 4,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7338420488,Science,Grade 4,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth's Place in Space
019eb11c-410a-7ffb-86e6-a0294c669670,7338420490,Science,Grade 4,Lesson  Assessments,2024-25,"Unit 4 Benchmark Test: Rocks, Minerals, and Resources"
019eb11c-410a-7ffb-86e6-a0294c669670,7338420492,Science,Grade 4,Unit-Chap  Assessments,2024-25,Unit 5 Benchmark Test: Matter and It's Properties
019eb11c-410a-7ffb-86e6-a0294c669670,7338420495,Science,Grade 4,Assessments,2024-25,Unit 6 Benchmark Test: Matter and It's Changes
019eb11c-410a-7ffb-86e6-a0294c669670,7338420500,Science,Grade 4,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Energy and Its Uses
019eb11c-410a-7ffb-86e6-a0294c669670,7338420509,Science,Grade 4,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Heat
019eb11c-410a-7ffb-86e6-a0294c669670,7338420516,Science,Grade 4,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338420526,Science,Grade 4,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Studying Science
019eb11c-410a-7ffb-86e6-a0294c669670,7338420528,Science,Grade 4,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7338420531,Science,Grade 4,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Earth's Place in Space
019eb11c-410a-7ffb-86e6-a0294c669670,7338420534,Science,Grade 4,Lesson  Assessments,2024-25,"Unit 4 Benchmark Test: Rocks, Minerals, and Resources"
019eb11c-410a-7ffb-86e6-a0294c669670,7338420535,Science,Grade 4,Unit-Chap  Assessments,2024-25,Unit 5 Benchmark Test: Matter and It's Properties
019eb11c-410a-7ffb-86e6-a0294c669670,7338420536,Science,Grade 4,Assessments,2024-25,Unit 6 Benchmark Test: Matter and It's Changes
019eb11c-410a-7ffb-86e6-a0294c669670,7338420542,Science,Grade 4,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Energy and Its Uses
019eb11c-410a-7ffb-86e6-a0294c669670,7338420544,Science,Grade 4,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Heat
019eb11c-410a-7ffb-86e6-a0294c669670,7338420549,Science,Grade 4,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338462239,Science,Grade 5,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Scientists at Work
019eb11c-410a-7ffb-86e6-a0294c669670,7338462274,Science,Grade 5,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: The Solar System and the Universe
019eb11c-410a-7ffb-86e6-a0294c669670,7338462293,Science,Grade 5,Lesson  Assessments,2024-25,"Unit 4 Benchmark Test: Weather, Climate, and the Water Cycle"
019eb11c-410a-7ffb-86e6-a0294c669670,7338462314,Science,Grade 5,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: The Nature of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338462337,Science,Grade 5,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338462359,Science,Grade 5,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Working with Electricity
019eb11c-410a-7ffb-86e6-a0294c669670,7338462375,Science,Grade 5,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338462392,Science,Grade 5,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: The Structure of Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7338462408,Science,Grade 5,Assessments,2024-25,Unit 10 Benchmark Test: Changes in Environments
019eb11c-410a-7ffb-86e6-a0294c669670,7338462452,Science,Grade 5,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Scientists at Work
019eb11c-410a-7ffb-86e6-a0294c669670,7338462489,Science,Grade 5,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: The Solar System and the Universe
019eb11c-410a-7ffb-86e6-a0294c669670,7338462490,Science,Grade 5,Lesson  Assessments,2024-25,"Unit 4 Benchmark Test: Weather, Climate, and the Water Cycle"
019eb11c-410a-7ffb-86e6-a0294c669670,7338462499,Science,Grade 5,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: The Nature of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7338462502,Science,Grade 5,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7338462505,Science,Grade 5,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Working with Electricity
019eb11c-410a-7ffb-86e6-a0294c669670,7338462506,Science,Grade 5,Lesson  Assessments,2024-25,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7338462513,Science,Grade 5,Lesson  Assessments,2024-25,Unit 9 Benchmark Test: The Structure of Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7338462515,Science,Grade 5,Assessments,2024-25,Unit 10 Benchmark Test: Changes in Environments
019eb11c-410a-7ffb-86e6-a0294c669670,7445551763,ELA,Grade 2,Lesson  Assessments,2024-25,Module 4 Week 3 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551765,ELA,Grade 2,Lesson  Assessments,2024-25,Module 5 Week 2 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551766,ELA,Grade 2,Lesson  Assessments,2024-25,Module 5 Week 3 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551767,ELA,Grade 2,Lesson  Assessments,2024-25,Module 6 Week 1 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551768,ELA,Grade 2,Lesson  Assessments,2024-25,Module 6 Week 2 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551771,ELA,Grade 2,Assessments,2024-25,Module 7 Week 1 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551772,ELA,Grade 2,Lesson  Assessments,2024-25,Module 7 Week 2 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7445551773,ELA,Grade 2,Lesson  Assessments,2024-25,Module 7 Week 3 Vocabulary Quiz
019eb11c-410a-7ffb-86e6-a0294c669670,7463192752,Math,Grade K,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7463193318,Math,Grade K,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7463194167,Math,Grade K,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7466000200,Science,Grade K,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Doing Science
019eb11c-410a-7ffb-86e6-a0294c669670,7466000201,Science,Grade K,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7466000202,Science,Grade K,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Plants
019eb11c-410a-7ffb-86e6-a0294c669670,7466000203,Science,Grade K,Assessments,2024-25,Unit 4 Benchmark Test: Day and Night
019eb11c-410a-7ffb-86e6-a0294c669670,7466000203,Science,Grade K,Lesson  Assessments,2024-25,Unit 4 Benchmark Test: Day and Night
019eb11c-410a-7ffb-86e6-a0294c669670,7466000204,Science,Grade K,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7466000206,Science,Grade K,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7466000209,Science,Grade K,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7466003778,Science,Grade K,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Doing Science
019eb11c-410a-7ffb-86e6-a0294c669670,7466003781,Science,Grade K,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7466003783,Science,Grade K,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Plants
019eb11c-410a-7ffb-86e6-a0294c669670,7466003785,Science,Grade K,Assessments,2024-25,Unit 4 Benchmark Test: Day and Night
019eb11c-410a-7ffb-86e6-a0294c669670,7466003787,Science,Grade K,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7466003790,Science,Grade K,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7466003792,Science,Grade K,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7466003796,Science,Grade K,Lesson  Assessments,2024-25,Unit 1 Benchmark Test: Doing Science
019eb11c-410a-7ffb-86e6-a0294c669670,7466003798,Science,Grade K,Lesson  Assessments,2024-25,Unit 2 Benchmark Test: Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7466003801,Science,Grade K,Lesson  Assessments,2024-25,Unit 3 Benchmark Test: Plants
019eb11c-410a-7ffb-86e6-a0294c669670,7466003803,Science,Grade K,Assessments,2024-25,Unit 4 Benchmark Test: Day and Night
019eb11c-410a-7ffb-86e6-a0294c669670,7466003805,Science,Grade K,Lesson  Assessments,2024-25,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7466003807,Science,Grade K,Lesson  Assessments,2024-25,Unit 6 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7466003809,Science,Grade K,Lesson  Assessments,2024-25,Unit 7 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7466658959,Math,Grade 4,Lesson  Assessments,2024-25,Chapter 1: Whole Number Place Value
019eb11c-410a-7ffb-86e6-a0294c669670,7466669805,Math,Grade 4,Lesson  Assessments,2024-25,Chapter 1: Whole Number Place Value
019eb11c-410a-7ffb-86e6-a0294c669670,7466670386,Math,Grade 2,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7466671373,Math,Grade 2,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7466672134,Math,Grade 2,Lesson  Assessments,2024-25,Chapter 1
019eb11c-410a-7ffb-86e6-a0294c669670,7466682539,Math,Grade 3,Lesson  Assessments,2024-25,Chapter 2
019eb11c-410a-7ffb-86e6-a0294c669670,7466683686,Math,Grade 3,Lesson  Assessments,2024-25,Chapter 2
019eb11c-410a-7ffb-86e6-a0294c669670,7472265833,Math,Grade K,Lesson  Assessments,2024-25,Chapter 3
019eb11c-410a-7ffb-86e6-a0294c669670,7472278757,Math,Grade 4,Lesson  Assessments,2024-25,Chapter 2 Multiply by 1-Digit Numbers
019eb11c-410a-7ffb-86e6-a0294c669670,7472279936,Math,Grade 4,Lesson  Assessments,2024-25,Chapter 2 Multiply by 1-Digit Numbers
019eb11c-410a-7ffb-86e6-a0294c669670,7472281736,Math,Grade K,Lesson  Assessments,2024-25,Chapter 3
019eb11c-410a-7ffb-86e6-a0294c669670,7472283148,Math,Grade K,Lesson  Assessments,2024-25,Chapter 3
019eb11c-410a-7ffb-86e6-a0294c669670,7475363329,Math,Grade 1,Lesson  Assessments,2024-25,Chapter 4
019eb11c-410a-7ffb-86e6-a0294c669670,7475376871,Math,Grade 1,Lesson  Assessments,2024-25,Chapter 4
019eb11c-410a-7ffb-86e6-a0294c669670,7475381503,Math,Grade 1,Lesson  Assessments,2024-25,Chapter 4
019eb11c-410a-7ffb-86e6-a0294c669670,7475503805,Math,Grade 3,Lesson  Assessments,2024-25,Chapter 3
019eb11c-410a-7ffb-86e6-a0294c669670,7475507855,Math,Grade 3,Lesson  Assessments,2024-25,Chapter 3
019eb11c-410a-7ffb-86e6-a0294c669670,7475518443,Math,Grade 3,Lesson  Assessments,2024-25,Chapter 3
